plant_id,species,genus,family,order,Leaf_Area,Nmass,LMA,Plant_height,Diaspore_mass,SSD_observed,LDMC,SSD_imputed,SSD_combined
177,Populus balsamifera,Populus,Salicaceae,Malpighiales,1.0055,-0.3032,0.7188,2.144,-0.0666,0.2501,0.7709,1.2334,0.9609
178,Populus deltoides,Populus,Salicaceae,Malpighiales,1.8206,0.333,0.4099,2.7936,-0.0728,0.4418,0.9463,1.4712,1.2114
179,Salix bebbiana,Salix,Salicaceae,Malpighiales,0.1034,0.2186,0.4514,1.2562,-0.8857,0.3107,0.667,1.1411,0.8954
180,Salix pyrifolia,Salix,Salicaceae,Malpighiales,0.3128,0.2171,0.4499,1.7077,-0.6868,0.4531,0.7943,1.2925,1.0365
181,Salix pedicellaris,Salix,Salicaceae,Malpighiales,-0.3773,0.0288,0.5275,1.1849,-0.8735,0.469,0.7911,1.2776,0.9895
182,Salix discolor,Salix,Salicaceae,Malpighiales,0.5493,0.2537,0.4287,1.439,-0.6138,0.2658,0.6346,1.1072,0.885
183,Salix interior,Salix,Salicaceae,Malpighiales,0.151,0.1255,0.501,1.6141,-1.5928,0.4124,0.7453,1.201,0.9617
184,Salix petiolaris,Salix,Salicaceae,Malpighiales,0.3333,0.2064,0.457,1.614,-0.121,0.4544,0.8268,1.3526,1.0732
185,Salix humilis,Salix,Salicaceae,Malpighiales,-0.0249,0.0895,0.4308,0.9814,-0.9381,0.2631,0.615,1.0723,0.8284
186,Salix serissima,Salix,Salicaceae,Malpighiales,0.0931,0.1535,0.4385,1.2765,-1.004,0.3309,0.6808,1.1443,0.9006
187,Quercus ellipsoidalis,Quercus,Fagaceae,Fagales,1.2667,0.2329,0.281,2.467,3.4756,1.2507,2.6911,2.9863,2.2177
188,Quercus petraea,Quercus,Fagaceae,Fagales,1.0719,0.0499,0.7021,2.7477,2.965,1.1143,2.5793,2.8309,2.0805
189,Quercus alba,Quercus,Fagaceae,Fagales,1.7075,0.1365,0.5929,2.6883,3.763,1.4182,2.9307,3.2436,2.4059
190,Quercus macrocarpa,Quercus,Fagaceae,Fagales,1.5018,0.3658,0.4959,2.6877,4.0874,1.3813,2.8176,3.1543,2.3513
191,Corylus americana,Corylus,Betulaceae,Fagales,1.1626,0.2626,-0.522,0.996,3.0889,0.6774,1.9304,2.1047,1.544
192,Alnus incana,Alnus,Betulaceae,Fagales,0.9565,1.6057,-0.3449,1.8491,-0.2505,0.6537,1.7762,1.9,1.4565
193,Betula papyrifera,Betula,Betulaceae,Fagales,0.9413,0.5826,-0.0202,2.172,-0.584,1.0215,2.4439,2.5749,1.8969
194,Betula pumila,Betula,Betulaceae,Fagales,-0.7684,-0.3301,1.3454,1.0849,-0.7879,1.4566,3.1371,3.279,2.2496
195,Betula alleghaniensis,Betula,Betulaceae,Fagales,1.0938,0.2088,-1.2645,2.6924,-0.1395,1.3642,2.7805,3.0066,2.2897
196,Polygala polygama,Polygala,Polygalaceae,Fabales,-2.1824,-0.1948,0.1275,-1.1006,0.1629,-0.6144,-0.1548,-0.2386,-0.5177
197,Polygala sanguinea,Polygala,Polygalaceae,Fabales,-1.6373,0.0055,0.1978,0.3964,-0.4632,-0.3114,0.1337,0.0609,-0.2123
198,Chamaecrista fasciculata,Chamaecrista,Fabaceae,Fabales,-3.0629,0.4598,1.6049,-0.3635,0.8978,0.2108,1.736,1.756,0.7366
199,Amorpha canescens,Amorpha,Fabaceae,Fabales,-0.3798,0.5787,0.5932,-0.1899,0.2468,-0.4667,0.688,0.4598,0.0078
200,Lupinus perennis,Lupinus,Fabaceae,Fabales,-0.8159,0.9006,0.1047,-0.779,1.405,-1.4599,-1.3499,-1.7731,-1.452
201,Petalostemon candidus,Petalostemon,Fabaceae,Fabales,-0.9514,1.1122,0.0767,-0.3396,0.0892,-0.5717,0.4259,0.2332,-0.1276
202,Baptisia alba,Baptisia,Fabaceae,Fabales,-0.2237,0.391,0.3068,0.4354,1.258,-0.4819,0.6855,0.5137,0.0737
203,Dalea villosa,Dalea,Fabaceae,Fabales,-2.3004,0.6485,1.3545,-0.31,0.24,0.9071,2.2036,2.2322,1.2663
204,Dalea purpurea,Dalea,Fabaceae,Fabales,-2.6574,0.6358,1.0286,-0.3431,0.2179,1.0685,2.2601,2.3097,1.3557
205,Amphicarpaea bracteata,Amphicarpaea,Fabaceae,Fabales,0.5342,1.7892,-1.4772,0.1589,1.5649,-1.04,-0.3232,-0.4855,-0.5102
206,Strophostyles leiosperma,Strophostyles,Fabaceae,Fabales,-0.811,1.1717,0.1059,-0.213,0.6733,-0.5284,0.4834,0.3259,-0.059
207,Hylodesmum glutinosum,Hylodesmum,Fabaceae,Fabales,-0.8282,1.1315,0.0908,-0.2236,0.6752,-0.5149,0.4942,0.326,-0.0554
208,Desmodium canadense,Desmodium,Fabaceae,Fabales,-1.2671,-0.0383,-0.075,-0.8043,0.6985,-0.3608,0.6182,0.4251,-0.0227
209,Lespedeza capitata,Lespedeza,Fabaceae,Fabales,-0.639,0.2551,0.697,-0.1953,0.3957,-0.3347,1.2093,1.0973,0.3116
210,Robinia pseudoacacia,Robinia,Fabaceae,Fabales,0.0552,1.8245,-0.0362,2.2921,1.3148,1.5169,3.3581,3.7188,2.5181
211,Astragalus canadensis,Astragalus,Fabaceae,Fabales,-0.5566,2.2069,0.6042,-0.1522,0.233,-0.939,0.3386,0.1178,-0.2856
212,Vicia sativa,Vicia,Fabaceae,Fabales,-1.6288,2.8423,-0.4462,-0.4798,1.3716,-1.4022,-0.9736,-1.145,-1.0255
213,Vicia villosa,Vicia,Fabaceae,Fabales,-1.275,1.2295,-0.6513,-0.1477,1.6191,-1.2931,-1.1329,-1.4277,-1.1991
214,Lathyrus venosus,Lathyrus,Fabaceae,Fabales,0.5451,1.5974,-0.2185,-0.6957,1.6232,-1.11,-0.0032,-0.2115,-0.4617
215,Lathyrus ochroleucus,Lathyrus,Fabaceae,Fabales,0.444,1.5367,-0.1583,0.0539,1.2727,-0.8249,0.239,0.0606,-0.2145
216,Melilotus officinalis,Melilotus,Fabaceae,Fabales,-1.0993,1.6987,0.2325,-0.4667,0.3923,-0.9741,-0.0141,-0.2814,-0.532
217,Medicago lupulina,Medicago,Fabaceae,Fabales,-0.77,1.5585,-0.9041,-0.9529,0.1087,-0.903,0.096,-0.1345,-0.4171
218,Medicago sativa,Medicago,Fabaceae,Fabales,-1.3966,1.3081,-0.0645,-0.1946,0.3225,-0.7659,0.1499,-0.1065,-0.4058
219,Trifolium arvense,Trifolium,Fabaceae,Fabales,-1.8785,0.8067,-0.1183,-1.316,-0.5054,-0.0146,2.1023,2.1691,1.1291
220,Trifolium pratense,Trifolium,Fabaceae,Fabales,-0.2836,2.0377,-0.4129,-0.7589,0.143,-1.5165,-0.1913,-0.3709,-0.5719
221,Trifolium hybridum,Trifolium,Fabaceae,Fabales,0.5067,2.3013,-0.3941,-0.4998,0.1084,-1.6279,-0.0078,-0.2585,-0.5209
222,Trifolium repens,Trifolium,Fabaceae,Fabales,-0.905,2.2814,-0.7498,-1.2652,-0.3667,-1.665,-0.3615,-0.5361,-0.7161
223,Frangula alnus,Frangula,Rhamnaceae,Rosales,0.5882,1.1249,-1.2558,1.0952,1.2877,0.4101,1.4412,1.6782,1.1329
224,Taraxacum campylodes,Taraxacum,Asteraceae,Asterales,1.038,1.1081,-0.7009,-1.1707,-0.3832,-0.5949,0.3855,0.4678,-0.0336
225,Ceanothus americanus,Ceanothus,Rhamnaceae,Rosales,-0.2403,-0.6514,-0.2316,0.0668,0.5335,0.742,1.97,2.0991,1.3
226,Ulmus pumila,Ulmus,Ulmaceae,Rosales,0.241,1.1856,1.4161,2.0561,0.8078,0.7868,2.5288,2.8284,1.8122
227,Ulmus americana,Ulmus,Ulmaceae,Rosales,0.5887,0.1406,0.9963,2.8669,0.7489,0.7851,2.2254,2.4362,1.6059
228,Parietaria pensylvanica,Parietaria,Urticaceae,Rosales,0.0831,-1.1247,-1.0702,-0.5062,-0.8477,-1.4748,-1.4571,-1.9234,-1.5421
229,Urtica dioica,Urtica,Urticaceae,Rosales,0.5868,2.317,-0.9053,0.0332,-1.0022,-2.1698,-2.2255,-2.571,-1.9466
230,Pilea pumila,Pilea,Urticaceae,Rosales,0.4968,0.9261,-1.5849,-0.3922,-0.7305,-1.9747,-1.9899,-2.3698,-1.8188
231,Stipa spartea,Stipa,Poaceae,Poales,-0.0793,0.0144,1.6167,0.1414,1.1513,-0.2114,1.7311,2.1453,0.8146
232,Spiraea tomentosa,Spiraea,Rosaceae,Rosales,0.7624,-0.0266,0.5484,0.3542,-0.4869,-0.2824,0.9629,0.864,0.3452
233,Prunus serotina,Prunus,Rosaceae,Rosales,0.8168,0.7542,0.2275,2.0987,2.1194,1.1739,2.7638,3.1092,2.0924
234,Prunus virginiana,Prunus,Rosaceae,Rosales,0.7838,-0.106,-0.6045,1.4873,1.9311,0.5772,1.7545,1.915,1.2476
235,Prunus americana,Prunus,Rosaceae,Rosales,0.8898,0.2812,-0.0547,1.2388,2.9825,0.5503,1.9315,2.1545,1.3701
236,Prunus pensylvanica,Prunus,Rosaceae,Rosales,0.7986,0.536,0.3239,1.9511,1.681,0.1182,1.2415,1.341,0.8139
237,Prunus pumila,Prunus,Rosaceae,Rosales,0.3912,-0.0449,-0.0416,0.3397,2.3046,0.3671,1.7146,1.8538,1.0956
238,Malus domestica,Malus,Rosaceae,Rosales,0.6168,-0.0664,0.3953,1.3723,1.4782,0.2241,1.4137,1.4684,0.8611
239,Aronia melanocarpa,Aronia,Rosaceae,Rosales,0.3676,-0.3539,0.703,0.3557,0.2268,-0.0551,1.2476,1.1875,0.5633
240,Amelanchier alnifolia,Amelanchier,Rosaceae,Rosales,0.0888,-0.2187,1.5488,1.1686,0.7497,0.469,1.9932,2.0513,1.185
241,Amelanchier arborea,Amelanchier,Rosaceae,Rosales,0.0267,0.0958,-0.704,2.1379,0.7629,0.4629,1.3207,1.4183,0.9464
242,Amelanchier sanguinea,Amelanchier,Rosaceae,Rosales,0.1006,-0.0395,-0.2485,0.9809,0.7367,0.0997,1.138,1.153,0.6458
243,Amelanchier spicata,Amelanchier,Rosaceae,Rosales,0.1135,0.1836,-0.6758,1.034,0.5942,-0.0023,0.9304,0.9374,0.5249
244,Amelanchier laevis,Amelanchier,Rosaceae,Rosales,0.3265,0.2373,-1.2359,2.0228,0.8606,0.2539,1.0063,1.0781,0.7323
245,Rubus pubescens,Rubus,Rosaceae,Rosales,1.3033,-0.036,-1.3966,0.3511,0.385,-0.6792,0.1459,-0.0089,-0.1634
246,Rubus idaeus,Rubus,Rosaceae,Rosales,0.8348,0.5143,-0.3041,0.0918,0.2066,-0.6001,0.5316,0.4391,0.0688
247,Rubus occidentalis,Rubus,Rosaceae,Rosales,-0.18,-0.6503,-0.4186,-0.1351,0.0832,-0.2175,0.7796,0.6652,0.2243
248,Rubus flagellaris,Rubus,Rosaceae,Rosales,0.644,0.1522,-0.6625,0.0649,0.4947,-0.517,0.4941,0.3997,0.0641
249,Rubus allegheniensis,Rubus,Rosaceae,Rosales,1.1186,0.8425,-0.7803,0.1789,0.3247,-0.7567,0.2665,0.1698,-0.0842
250,Rubus canadensis,Rubus,Rosaceae,Rosales,1.009,0.214,-0.5614,0.9599,0.337,-0.296,0.7365,0.6725,0.3094
251,Rosa carolina,Rosa,Rosaceae,Rosales,0.5676,-0.2023,0.0318,0.4519,1.2937,-0.1382,0.9987,0.9734,0.4611
252,Rosa blanda,Rosa,Rosaceae,Rosales,0.3051,-0.333,0.0391,-0.0326,1.0088,-0.2538,0.9039,0.8444,0.3329
253,Rosa arkansana,Rosa,Rosaceae,Rosales,0.3143,-0.3624,0.0303,-0.7432,1.1348,-0.5114,0.6718,0.5632,0.0861
254,Fragaria vesca,Fragaria,Rosaceae,Rosales,0.3299,-0.1801,-0.3163,-1.5094,-0.6031,-0.5606,1.5183,1.3382,0.4572
255,Fragaria virginiana,Fragaria,Rosaceae,Rosales,0.4329,-0.8348,0.3465,-1.5517,-0.4216,-0.3853,1.977,1.7478,0.688
256,Comarum palustre,Comarum,Rosaceae,Rosales,0.8302,-1.1258,0.1205,-0.6146,-0.4746,-0.7367,0.1987,-0.0589,-0.3367
257,Drymocallis arguta,Drymocallis,Rosaceae,Rosales,0.0915,-0.5031,1.3049,0.0611,-1.0049,-0.0572,1.3797,1.2626,0.5544
258,Potentilla simplex,Potentilla,Rosaceae,Rosales,-0.0853,0.0709,-0.7034,-1.0127,-0.8733,-0.8945,0.1455,-0.0058,-0.3577
259,Potentilla norvegica,Potentilla,Rosaceae,Rosales,0.6329,-0.0465,-0.2285,-0.5612,-1.1478,-0.71,0.8251,0.6026,0.0195
260,Potentilla argentea,Potentilla,Rosaceae,Rosales,-0.6838,-0.3407,0.4246,-0.9089,-1.2433,-0.5016,0.8823,0.6646,0.0479
261,Potentilla recta,Potentilla,Rosaceae,Rosales,0.1887,-0.0849,0.2163,-0.5505,-0.7728,-0.669,0.7275,0.5212,-0.0275
262,Comandra umbellata,Comandra,Santalaceae,Santalales,-1.454,-0.4193,0.7871,-0.8217,2.0616,0.2977,0.8542,1.1587,0.5656
263,Spiraea alba,Spiraea,Rosaceae,Rosales,1.1785,-0.5,0.7545,0.2266,-0.354,-0.3268,0.9594,0.8225,0.2906
264,Persicaria sagittata,Persicaria,Polygonaceae,Caryophyllales,0.1526,0.164,-0.5932,-0.0239,0.3782,-0.881,-0.5922,-0.5787,-0.6927
265,Persicaria amphibia,Persicaria,Polygonaceae,Caryophyllales,0.8025,0.4601,0.0254,-0.6364,0.3885,-0.941,-0.1346,-0.1833,-0.4944
266,Persicaria thunbergii,Persicaria,Polygonaceae,Caryophyllales,0.2586,0.4991,-0.6192,-1.0878,0.1542,-1.0722,-0.4577,-0.4873,-0.7133
267,Persicaria lapathifolia,Persicaria,Polygonaceae,Caryophyllales,1.2327,1.7133,-0.299,-0.2603,0.4218,-1.1799,-0.2639,-0.2874,-0.5472
268,Persicaria pensylvanica,Persicaria,Polygonaceae,Caryophyllales,0.6454,0.603,-0.5645,-0.3407,0.7888,-0.8599,-0.2191,-0.1926,-0.4497
269,Persicaria hydropiper,Persicaria,Polygonaceae,Caryophyllales,0.5567,1.992,-1.7753,-0.2153,0.205,-1.1786,-0.5304,-0.5105,-0.6447
270,Persicaria maculosa,Persicaria,Polygonaceae,Caryophyllales,0.515,-1.4355,-0.2798,-0.5695,0.2707,-0.5308,0.2144,0.0828,-0.3178
271,Rumex mexicanus,Rumex,Polygonaceae,Caryophyllales,-0.3252,1.0865,-0.3,-0.2349,-0.1583,0.0855,1.0087,1.39,0.6904
272,Rumex britannica,Rumex,Polygonaceae,Caryophyllales,0.081,1.2102,-0.2313,0.654,0.1597,0.3038,1.2229,1.6539,0.9405
273,Rumex acetosella,Rumex,Polygonaceae,Caryophyllales,-1.091,1.2682,-0.3102,-1.1338,-0.5064,0.1609,1.2847,1.7148,0.8501
274,Polygonum tenue,Polygonum,Polygonaceae,Caryophyllales,0.0996,0.4614,-0.6675,-0.5649,-0.041,-0.8035,-0.48,-0.3427,-0.5193
275,Polygonella articulata,Polygonella,Polygonaceae,Caryophyllales,-0.0631,0.4017,-0.7117,-0.7822,-0.2431,-0.8555,-0.5188,-0.4083,-0.5857
276,Fallopia convolvulus,Fallopia,Polygonaceae,Caryophyllales,-0.0893,-0.3434,-1.1464,-0.1926,0.5815,-0.8515,-0.7498,-0.68,-0.7509
277,Fallopia scandens,Fallopia,Polygonaceae,Caryophyllales,-1.1043,-0.5661,-1.0478,-0.7826,-1.1581,-0.8325,-1.0808,-0.935,-0.9278
278,Kali turgidum,Kali,Amaranthaceae,Caryophyllales,0.3754,1.4222,-0.0581,-0.3734,-0.3702,-1.1223,-0.7037,-0.571,-0.7016
279,Triadenum fraseri,Triadenum,Hypericaceae,Malpighiales,-0.2613,-0.2636,-0.0596,-0.0812,-1.1653,-0.1689,-0.2468,0.0274,0.0707
280,Lysimachia borealis,Lysimachia,Primulaceae,Ericales,0.4999,-1.0783,-1.3214,-0.3303,-0.004,-0.7601,-0.4616,-0.4421,-0.5945
281,Moehringia lateriflora,Moehringia,Caryophyllaceae,Caryophyllales,-1.2186,0.5087,-2.2269,-1.0954,-0.4418,-1.6399,-1.8813,-1.7707,-1.52
282,Stellaria media,Stellaria,Caryophyllaceae,Caryophyllales,-0.7172,1.5924,-1.2005,-1.3039,-0.5495,-2.1118,-2.2614,-2.2022,-1.8778
283,Stellaria longifolia,Stellaria,Caryophyllaceae,Caryophyllales,-0.6655,1.3662,-1.1044,-1.182,-1.0386,-1.9682,-2.1038,-2.0483,-1.7632
284,Silene latifolia,Silene,Caryophyllaceae,Caryophyllales,0.627,0.5621,-0.1938,-0.1517,-0.1851,-1.4204,-1.4306,-1.1753,-1.071
285,Silene antirrhina,Silene,Caryophyllaceae,Caryophyllales,0.3205,0.4371,-0.1051,-0.3773,-1.3814,-1.4585,-1.3277,-1.1718,-1.1238
286,Mollugo verticillata,Mollugo,Molluginaceae,Caryophyllales,-0.0824,0.3843,-0.1483,-1.6167,-1.4287,-1.3476,-1.0968,-1.0232,-1.1023
287,Portulaca oleracea,Portulaca,Portulacaceae,Caryophyllales,-1.9753,-0.0412,-0.9031,-1.592,-1.0006,-1.161,-2.35,-1.7073,-1.4057
288,Mirabilis nyctaginea,Mirabilis,Nyctaginaceae,Caryophyllales,0.1655,0.8981,0.3339,-0.3071,0.7574,-0.777,-0.3386,-0.0311,-0.3302
289,Mirabilis albida,Mirabilis,Nyctaginaceae,Caryophyllales,0.3587,1.8925,0.0917,-0.2882,0.6222,-1.0503,-0.6387,-0.3012,-0.5044
290,Amaranthus retroflexus,Amaranthus,Amaranthaceae,Caryophyllales,1.1483,1.501,0.2939,-0.4469,-0.5049,-1.193,-0.2046,-0.1681,-0.5174
291,Chenopodiastrum hybridum,Chenopodiastrum,Amaranthaceae,Caryophyllales,0.4585,1.4437,-0.07,-0.3372,-0.3561,-1.1339,-0.705,-0.576,-0.7028
292,Chondrosum hirsutum,Chondrosum,Poaceae,Poales,-1.1097,-1.7366,0.802,-1.3045,-0.3046,0.1763,1.4417,1.7589,0.6932
293,Chenopodium album,Chenopodium,Amaranthaceae,Caryophyllales,-0.0613,1.7869,-0.1394,-0.3081,-0.3173,-1.1766,-0.7664,-0.681,-0.7762
294,Chenopodium leptophyllum,Chenopodium,Amaranthaceae,Caryophyllales,0.0227,1.5715,-0.1627,-0.1435,-0.4303,-1.0803,-0.7224,-0.6103,-0.7073
295,Cornus alternifolia,Cornus,Cornaceae,Cornales,1.1554,-0.4703,0.4617,1.7129,1.8065,0.8748,2.1336,2.445,1.6689
296,Cornus sericea,Cornus,Cornaceae,Cornales,0.8762,-0.3207,-0.3021,0.8893,1.4796,0.7041,1.9407,2.2446,1.5088
297,Cornus racemosa,Cornus,Cornaceae,Cornales,0.2503,-0.4166,0.0719,0.9665,1.5771,0.7708,1.8911,2.2003,1.4734
298,Impatiens capensis,Impatiens,Balsaminaceae,Ericales,0.7142,0.6997,-2.1487,0.3333,0.7711,-1.5139,-2.4515,-1.777,-1.3997
299,Pyrola rotundifolia,Pyrola,Ericaceae,Ericales,0.4745,-1.1037,0.0663,-1.4687,-1.0153,-0.6676,0.1855,0.0722,-0.3422
300,Chamaedaphne calyculata,Chamaedaphne,Ericaceae,Ericales,-0.8095,-1.461,1.4547,0.1196,-1.7456,0.0893,0.7696,0.7994,0.2161
301,Vaccinium myrtilloides,Vaccinium,Ericaceae,Ericales,-0.6316,-0.6371,0.5837,1.2389,-0.827,0.2827,0.7445,0.9248,0.436
302,Vaccinium angustifolium,Vaccinium,Ericaceae,Ericales,-0.7395,-0.7692,-0.2643,0.0318,-0.7871,-0.2363,0.0428,0.1336,-0.1618
303,Phlox paniculata,Phlox,Polemoniaceae,Ericales,-1.0103,-0.2973,-0.4875,0.1195,1.1703,-0.3773,-0.4342,-0.1419,-0.3077
304,Phlox pilosa,Phlox,Polemoniaceae,Ericales,-1.4309,-0.3993,-0.5543,-0.2609,0.3816,-0.4492,-0.5547,-0.3055,-0.4482
305,Dysphania atriplicifolia,Dysphania,Amaranthaceae,Caryophyllales,0.3762,1.4048,-0.0584,-0.3504,-0.3593,-1.1228,-0.6764,-0.5518,-0.6929
306,Lysimachia thyrsiflora,Lysimachia,Primulaceae,Ericales,0.6079,-1.0466,-1.4996,-0.3865,-0.0153,-0.8262,-0.4406,-0.4499,-0.6228
307,Lysimachia ciliata,Lysimachia,Primulaceae,Ericales,0.4753,-1.3232,-1.2599,-0.321,0.0329,-0.6844,-0.3689,-0.3626,-0.5408
308,Ilex verticillata,Ilex,Aquifoliaceae,Aquifoliales,0.7744,0.2902,0.6729,1.1707,1.0959,0.726,1.0871,1.2788,0.993
309,Convolvulus arvensis,Convolvulus,Convolvulaceae,Solanales,-0.0351,1.6,-0.7538,-0.7773,1.1607,-1.1779,-1.4796,-1.0354,-0.8852
310,Physalis virginiana,Physalis,Solanaceae,Solanales,-0.4551,-0.4742,-0.4181,-1.0537,0.1299,-1.0768,-1.5553,-1.244,-1.0801
311,Physalis pubescens,Physalis,Solanaceae,Solanales,-0.4264,-0.3323,-0.4184,-0.926,-0.1078,-1.0416,-1.5257,-1.2042,-1.0409
312,Solanum carolinense,Solanum,Solanaceae,Solanales,0.1382,0.5185,0.306,0.0697,0.3528,-0.9097,-1.1659,-0.7407,-0.704
313,Solanum dulcamara,Solanum,Solanaceae,Solanales,0.5091,2.0766,-1.3107,0.1455,0.1253,-0.8425,-0.903,-0.2997,-0.3152
314,Solanum nigrum,Solanum,Solanaceae,Solanales,0.0724,1.1102,-0.3943,0.062,-0.0213,-1.3396,-1.8039,-1.3998,-1.166
315,Solanum americanum,Solanum,Solanaceae,Solanales,0.074,1.0933,-0.3915,0.0651,-0.0209,-1.3495,-1.8069,-1.3955,-1.1705
316,Gentiana andrewsii,Gentiana,Gentianaceae,Gentianales,0.5713,-0.0741,0.2306,-0.2125,-1.4588,-0.7251,-0.0397,-0.1328,-0.4635
317,Houstonia longifolia,Houstonia,Rubiaceae,Gentianales,-1.7811,-0.1198,-0.2605,-1.4889,-0.2902,-0.5308,-0.5181,-0.5534,-0.6636
318,Galium boreale,Galium,Rubiaceae,Gentianales,-1.5668,0.0096,-0.376,-0.5945,0.1026,-0.1461,0.3129,0.7692,0.3344
319,Galium aparine,Galium,Rubiaceae,Gentianales,-1.0825,0.7974,-0.9009,-0.5926,0.8941,-0.9697,-1.4521,-1.1881,-1.0077
320,Galium trifidum,Galium,Rubiaceae,Gentianales,-1.3292,0.159,-0.7977,-0.9532,-0.4111,-0.5895,-1.1816,-0.9576,-0.7675
321,Galium triflorum,Galium,Rubiaceae,Gentianales,-1.2692,-0.0813,-1.3615,-0.7929,-0.2192,-0.5886,-1.3414,-1.1166,-0.8339
322,Apocynum cannabinum,Apocynum,Apocynaceae,Gentianales,1.3683,-0.3796,1.346,0.0959,0.5723,-0.2738,1.3077,1.2101,0.3663
323,Apocynum androsaemifolium,Apocynum,Apocynaceae,Gentianales,1.6932,-0.368,-0.0277,-0.096,0.5778,-0.4966,0.9992,0.7994,0.1149
324,Asclepias incarnata,Asclepias,Apocynaceae,Gentianales,0.5914,-0.6133,0.3305,0.1653,0.5924,-0.6288,-0.0778,-0.1656,-0.4543
325,Asclepias verticillata,Asclepias,Apocynaceae,Gentianales,-1.9662,-0.5451,-0.0917,-0.4416,0.2883,-0.4086,-0.25,-0.2934,-0.5281
326,Asclepias viridiflora,Asclepias,Apocynaceae,Gentianales,-0.196,-0.8386,1.5149,-0.9107,0.6435,-0.6668,-0.2676,-0.3124,-0.5951
327,Asclepias ovalifolia,Asclepias,Apocynaceae,Gentianales,0.7683,0.2431,-0.4875,-0.1453,0.6082,-1.0068,-0.6777,-0.7248,-0.7978
328,Asclepias syriaca,Asclepias,Apocynaceae,Gentianales,1.6103,-0.0042,0.4011,0.0707,0.7452,-1.0134,-0.49,-0.5073,-0.6896
329,Asclepias exaltata,Asclepias,Apocynaceae,Gentianales,0.1729,-0.1429,0.2234,-0.2637,0.5118,-0.7221,-0.2405,-0.2648,-0.5281
330,Asclepias tuberosa,Asclepias,Apocynaceae,Gentianales,0.027,0.6546,-0.082,-0.2635,0.8217,-0.8706,-0.4038,-0.4078,-0.6102
331,Hackelia deflexa,Hackelia,Boraginaceae,Boraginales,-0.7486,-0.4311,0.6377,-0.5648,0.0804,-0.3424,0.0895,0.0302,-0.2404
332,Lithospermum canescens,Lithospermum,Boraginaceae,Boraginales,-0.6366,-0.7784,0.7011,-0.3923,0.424,-0.2224,0.2058,0.1616,-0.1412
333,Lithospermum caroliniense,Lithospermum,Boraginaceae,Boraginales,-0.8933,-0.3632,0.7254,-0.4774,0.7531,-0.2269,0.209,0.2224,-0.0973
334,Lithospermum carolinense,Lithospermum,Boraginaceae,Boraginales,-0.9014,-0.3607,0.728,-0.481,0.4335,-0.2519,0.1935,0.1779,-0.1338
335,Fraxinus nigra,Fraxinus,Oleaceae,Lamiales,1.1061,9.00E-04,-0.2559,2.4511,1.8128,0.91,2.2473,2.6346,1.7624
336,Fraxinus americana,Fraxinus,Oleaceae,Lamiales,0.9286,0.0997,-0.2974,2.0682,1.6671,1.2881,2.8468,3.3229,2.2262
337,Fraxinus pennsylvanica,Fraxinus,Oleaceae,Lamiales,1.2858,-0.4532,1.1242,2.5176,1.6291,1.0895,2.7191,3.0723,1.9911
338,Penstemon grandiflorus,Penstemon,Plantaginaceae,Lamiales,0.4664,-0.0948,1.2999,0.3329,0.2044,-0.359,0.4748,0.5074,0.0765
339,Penstemon gracilis,Penstemon,Plantaginaceae,Lamiales,0.1324,-0.1165,0.7295,-0.0759,-1.4012,-0.6088,0.0525,-0.0147,-0.2949
340,Penstemon digitalis,Penstemon,Plantaginaceae,Lamiales,0.4537,0.031,0.7234,0.277,-0.0116,-0.5042,0.1804,0.192,-0.1148
341,Linaria vulgaris,Linaria,Plantaginaceae,Lamiales,-1.0914,-0.401,-0.7366,-0.4068,-0.9562,-0.7872,-0.5816,-0.5762,-0.69
342,Veronicastrum virginicum,Veronicastrum,Plantaginaceae,Lamiales,0.1965,-0.3231,1.1695,-0.1575,-1.4668,-0.4603,0.8664,0.6611,0.0451
343,Plantago major,Plantago,Plantaginaceae,Lamiales,1.4081,0.5041,0.0331,-1.2189,-0.7847,-1.3598,-1.05,-0.9217,-0.917
344,Plantago lanceolata,Plantago,Plantaginaceae,Lamiales,0.2386,0.4041,0.0582,-1.1694,0.0742,-0.9029,-0.2667,-0.0522,-0.317
345,Verbascum thapsus,Verbascum,Scrophulariaceae,Lamiales,1.6851,0.2953,-0.3272,0.0388,-1.2155,-0.7983,0.0329,-0.0622,-0.29
346,Verbena hastata,Verbena,Verbenaceae,Lamiales,0.5429,0.6888,0.4032,0.0594,-0.7717,-0.687,0.7937,0.5738,9.00E-04
347,Verbena stricta,Verbena,Verbenaceae,Lamiales,0.1855,0.6142,0.754,0.0049,-0.0555,-0.7728,0.3973,0.2243,-0.2186
348,Verbena bracteata,Verbena,Verbenaceae,Lamiales,-0.7275,0.734,-0.0666,-1.3003,-0.4214,-0.8667,0.2569,0.0699,-0.3647
349,Xyris torta,Xyris,Xyridaceae,Poales,-0.1014,-0.5428,0.2444,-0.2574,-0.474,-0.2696,0.6338,0.6539,0.0955
350,Mimulus ringens,Mimulus,Phrymaceae,Lamiales,0.0297,0.0498,-1.679,0.1281,-1.9665,-0.7528,-0.4906,-0.622,-0.5882
351,Phryma leptostachya,Phryma,Phrymaceae,Lamiales,-0.0689,-0.0318,-2.104,-0.257,-1.5578,-0.89,-0.7583,-0.8921,-0.7744
