"","OriginalNames","AccN","Species","file","OldSpecies"
"1094","KX668079 Glechoma hederacea","KX668079","Glechoma_hederacea","trnL.fasta","Glechoma_hederacea"
"1095","MK261595 Gamochaeta purpurea","MK261595","Gamochaeta_purpurea","trnL.fasta","Gamochaeta_purpurea"
"1096","KX078077 Gnaphalium uliginosum","KX078077","Gnaphalium_uliginosum","trnL.fasta","Gnaphalium_uliginosum"
"1097","GQ285244 Hackelia deflexa","GQ285244","Hackelia_deflexa","trnL.fasta","Hackelia_deflexa"
"1098","GU818007 Helenium autumnale","GU818007","Helenium_autumnale","trnL.fasta","Helenium_autumnale"
"1099","AY009481 Helianthus giganteus","AY009481","Helianthus_giganteus","trnL.fasta","Helianthus_giganteus"
"1100","AY879123 Hieracium aurantiacum","AY879123","Pilosella_aurantiaca","trnL.fasta","Hieracium_aurantiacum"
"1101","DQ460861 Hieracium umbellatum","DQ460861","Hieracium_umbellatum","trnL.fasta","Hieracium_umbellatum"
"1102","DQ460838 Hieracium longipilum","DQ460838","Hieracium_longipilum","trnL.fasta","Hieracium_longipilum"
"1103","EF137605 Anthoxanthum nitens","EF137605","Anthoxanthum_nitens","trnL.fasta","Anthoxanthum_nitens"
"1104","DQ012859 Houstonia longifolia","DQ012859","Houstonia_longifolia","trnL.fasta","Houstonia_longifolia"
"1105","AF396205 Impatiens capensis","AF396205","Impatiens_capensis","trnL.fasta","Impatiens_capensis"
"1106","EU939518 Iris versicolor","EU939518","Iris_versicolor","trnL.fasta","Iris_versicolor"
"1107","KP057651 Juncus tenuis","KP057651","Juncus_tenuis","trnL.fasta","Juncus_tenuis"
"1108","HM024605 Juniperus virginiana","HM024605","Juniperus_virginiana","trnL.fasta","Juniperus_virginiana"
"1109","GU818025 Lactuca canadensis","GU818025","Lactuca_canadensis","trnL.fasta","Lactuca_canadensis"
"1110","KF486175 Lactuca serriola","KF486175","Lactuca_serriola","trnL.fasta","Lactuca_serriola"
"1111","JX505704 Lathyrus venosus","JX505704","Lathyrus_venosus","trnL.fasta","Lathyrus_venosus"
"1112","AY792525 Leersia oryzoides","AY792525","Leersia_oryzoides","trnL.fasta","Leersia_oryzoides"
"1113","HM590307 Lepidium densiflorum","HM590307","Lepidium_densiflorum","trnL.fasta","Lepidium_densiflorum"
"1114","MG709393 Lepidium virginicum","MG709393","Lepidium_virginicum","trnL.fasta","Lepidium_virginicum"
"1115","FJ409472 Lespedeza capitata","FJ409472","Lespedeza_capitata","trnL.fasta","Lespedeza_capitata"
"1116","FJ763286 Lithospermum canescens","FJ763286","Lithospermum_canescens","trnL.fasta","Lithospermum_canescens"
"1117","FJ827441 Lithospermum carolinense","FJ827441","Lithospermum_carolinense","trnL.fasta","Lithospermum_carolinense"
"1118","EU044914 Lithospermum caroliniense","EU044914","Lithospermum_caroliniense","trnL.fasta","Lithospermum_caroliniense"
"1119","EF378972 Lolium multiflorum","EF378972","Lolium_multiflorum","trnL.fasta","Lolium_multiflorum"
"1120","GU076484 Lonicera tatarica","GU076484","Lonicera_tatarica","trnL.fasta","Lonicera_tatarica"
"1121","DQ417057 Lupinus perennis","DQ417057","Lupinus_perennis","trnL.fasta","Lupinus_perennis"
"1122","KJ918506 Silene latifolia","KJ918506","Silene_latifolia","trnL.fasta","Silene_latifolia"
"1123","MH632049 Lycopus americanus","MH632049","Lycopus_americanus","trnL.fasta","Lycopus_americanus"
"1124","KY908996 Maianthemum canadense","KY908996","Maianthemum_canadense","trnL.fasta","Maianthemum_canadense"
"1125","DQ311708 Medicago lupulina","DQ311708","Medicago_lupulina","trnL.fasta","Medicago_lupulina"
"1126","MN533700 Melilotus officinalis","MN533700","Melilotus_officinalis","trnL.fasta","Melilotus_officinalis"
"1127","AF479000 Mimulus ringens","AF479000","Mimulus_ringens","trnL.fasta","Mimulus_ringens"
"1128","HM590319 Mirabilis albida","HM590319","Mirabilis_albida","trnL.fasta","Mirabilis_albida"
"1129","FJ405003 Mollugo verticillata","FJ405003","Mollugo_verticillata","trnL.fasta","Mollugo_verticillata"
"1130","AY943458 Monarda fistulosa","AY943458","Monarda_fistulosa","trnL.fasta","Monarda_fistulosa"
"1131","KT210326 Mosla dianthera","KT210326","Mosla_dianthera","trnL.fasta","Mosla_dianthera"
"1132","AY264553 Oenothera biennis","AY264553","Oenothera_biennis","trnL.fasta","Oenothera_biennis"
"1133","GU176592 Oenothera rhombipetala","GU176592","Oenothera_rhombipetala","trnL.fasta","Oenothera_rhombipetala"
"1134","KC602061 Oxalis stricta","KC602061","Oxalis_stricta","trnL.fasta","Oxalis_stricta"
"1135","AY142721 Panicum capillare","AY142721","Panicum_capillare","trnL.fasta","Panicum_capillare"
"1136","MG709458 Dichanthelium acuminatum","MG709458","Dichanthelium_acuminatum","trnL.fasta","Dichanthelium_acuminatum"
"1137","AY142738 Panicum miliaceum","AY142738","Panicum_miliaceum","trnL.fasta","Panicum_miliaceum"
"1138","MG709387 Dichanthelium oligosanthes","MG709387","Dichanthelium_oligosanthes","trnL.fasta","Dichanthelium_oligosanthes"
"1139","MG709428 Panicum virgatum","MG709428","Panicum_virgatum","trnL.fasta","Panicum_virgatum"
"1140","HQ108266 Parthenocissus quinquefolia","HQ108266","Parthenocissus_quinquefolia","trnL.fasta","Parthenocissus_quinquefolia"
"1141","KX061029 Penstemon gracilis","KX061029","Penstemon_gracilis","trnL.fasta","Penstemon_gracilis"
"1142","LR606747 Phalaris arundinacea","LR606747","Phalaris_arundinacea","trnL.fasta","Phalaris_arundinacea"
"1143","KJ686545 Phlox pilosa","KJ686545","Phlox_pilosa","trnL.fasta","Phlox_pilosa"
"1144","DQ532486 Phryma leptostachya","DQ532486","Phryma_leptostachya","trnL.fasta","Phryma_leptostachya"
"1145","MH752659 Physalis pubescens","MH752659","Physalis_pubescens","trnL.fasta","Physalis_pubescens"
"1146","MH752665 Physalis virginiana","MH752665","Physalis_virginiana","trnL.fasta","Physalis_virginiana"
"1147","AF479874 Pinus strobus","AF479874","Pinus_strobus","trnL.fasta","Pinus_strobus"
"1148","MZ965273 Plantago lanceolata","MZ965273","Plantago_lanceolata","trnL.fasta","Plantago_lanceolata"
"1149","MN709697 Plantago major","MN709697","Plantago_major","trnL.fasta","Plantago_major"
"1150","MZ965275 Poa pratensis","MZ965275","Poa_pratensis","trnL.fasta","Poa_pratensis"
"1151","GQ889181 Polygala polygama","GQ889181","Polygala_polygama","trnL.fasta","Polygala_polygama"
"1152","GQ889191 Polygala sanguinea","GQ889191","Polygala_sanguinea","trnL.fasta","Polygala_sanguinea"
"1153","EF653786 Polygonella articulata","EF653786","Polygonella_articulata","trnL.fasta","Polygonella_articulata"
"1154","JN235051 Persicaria amphibia","JN235051","Persicaria_amphibia","trnL.fasta","Persicaria_amphibia"
"1155","HQ843152 Polygonum thunbergii","HQ843152","Persicaria_thunbergii","trnL.fasta","Polygonum_thunbergii"
"1156","KR537753 Fallopia cilinodis","KR537753","Parogonum_ciliinode","trnL.fasta","Fallopia_cilinodis"
"1157","EU024782 Fallopia convolvulus","EU024782","Fallopia_convolvulus","trnL.fasta","Fallopia_convolvulus"
"1158","JN235045 Persicaria hydropiper","JN235045","Persicaria_hydropiper","trnL.fasta","Persicaria_hydropiper"
"1159","EF653808 Persicaria pensylvanica","EF653808","Persicaria_pensylvanica","trnL.fasta","Persicaria_pensylvanica"
"1160","EU197031 Persicaria maculosa","EU197031","Persicaria_maculosa","trnL.fasta","Persicaria_maculosa"
"1161","EF653799 Persicaria sagittata","EF653799","Persicaria_sagittata","trnL.fasta","Persicaria_sagittata"
"1162","EF653785 Fallopia scandens","EF653785","Fallopia_scandens","trnL.fasta","Fallopia_scandens"
"1163","JN873698 Populus balsamifera","JN873698","Populus_balsamifera","trnL.fasta","Populus_balsamifera"
"1164","MH573966 Populus deltoides","MH573966","Populus_deltoides","trnL.fasta","Populus_deltoides"
"1165","KR738029 Portulaca oleracea","KR738029","Portulaca_oleracea","trnL.fasta","Portulaca_oleracea"
"1166","KJ746328 Potentilla argentea","KJ746328","Potentilla_argentea","trnL.fasta","Potentilla_argentea"
"1167","FJ422289 Drymocallis agrimonioides","FJ422289","Drymocallis_arguta","trnL.fasta","Drymocallis_agrimonioides"
"1168","GQ244817 Comarum palustre","GQ244817","Comarum_palustre","trnL.fasta","Comarum_palustre"
"1169","AY500743 Prunus americana","AY500743","Prunus_americana","trnL.fasta","Prunus_americana"
"1170","JX414453 Prunus serotina","JX414453","Prunus_serotina","trnL.fasta","Prunus_serotina"
"1171","FJ378616 Pyrola rotundifolia","FJ378616","Pyrola_rotundifolia","trnL.fasta","Pyrola_rotundifolia"
"1172","KF718333 Malus domestica","KF718333","Malus_domestica","trnL.fasta","Malus_domestica"
"1173","KF418963 Quercus alba","KF418963","Quercus_alba","trnL.fasta","Quercus_alba"
"1174","KX668081 Rhamnus cathartica","KX668081","Rhamnus_cathartica","trnL.fasta","Rhamnus_cathartica"
"1175","AY626429 Frangula baetica","AY626429","Frangula_alnus","trnL.fasta","Frangula_baetica"
"1176","MG584486 Rhus glabra","MG584486","Rhus_glabra","trnL.fasta","Rhus_glabra"
"1177","AY594540 Toxicodendron radicans","AY594540","Toxicodendron_radicans","trnL.fasta","Toxicodendron_radicans"
"1178","MG584490 Rhus typhina","MG584490","Rhus_typhina","trnL.fasta","Rhus_typhina"
"1179","AF529391 Robinia pseudoacacia","AF529391","Robinia_pseudoacacia","trnL.fasta","Robinia_pseudoacacia"
"1180","HM590339 Rosa arkansana","HM590339","Rosa_arkansana","trnL.fasta","Rosa_arkansana"
"1181","EF055333 Rubus occidentalis","EF055333","Rubus_occidentalis","trnL.fasta","Rubus_occidentalis"
"1182","AY216108 Rudbeckia hirta","AY216108","Rudbeckia_hirta","trnL.fasta","Rudbeckia_hirta"
"1183","GQ245413 Rumex acetosella","GQ245413","Rumex_acetosella","trnL.fasta","Rumex_acetosella"
"1184","GQ245431 Salix bebbiana","GQ245431","Salix_bebbiana","trnL.fasta","Salix_bebbiana"
"1185","DQ499392 Salsola kali","DQ499392","Salsola_kali","trnL.fasta","Salsola_kali"
"1186","MK682308 Micranthes pensylvanica","MK682308","Micranthes_pensylvanica","trnL.fasta","Micranthes_pensylvanica"
"1187","MW221022 Schizachyrium scoparium","MW221022","Schizachyrium_scoparium","trnL.fasta","Schizachyrium_scoparium"
"1188","OU991557 Scutellaria galericulata","OU991557","Scutellaria_galericulata","trnL.fasta","Scutellaria_galericulata"
"1189","GU595140 Secale cereale","GU595140","Secale_cereale","trnL.fasta","Secale_cereale"
"1190","KF584252 Packera aurea","KF584252","Packera_aurea","trnL.fasta","Packera_aurea"
"1191","AF499155 Setaria italica","AF499155","Setaria_italica","trnL.fasta","Setaria_italica"
"1192","GU561498 Pennisetum glaucum","GU561498","Cenchrus_americanus","trnL.fasta","Pennisetum_glaucum"
"1193","JQ041853 Setaria viridis","JQ041853","Setaria_viridis","trnL.fasta","Setaria_viridis"
"1194","DQ479883 Sisymbrium altissimum","DQ479883","Sisymbrium_altissimum","trnL.fasta","Sisymbrium_altissimum"
"1195","KY909031 Maianthemum racemosum","KY909031","Maianthemum_racemosum","trnL.fasta","Maianthemum_racemosum"
"1196","KY909037 Maianthemum stellatum","KY909037","Maianthemum_stellatum","trnL.fasta","Maianthemum_stellatum"
"1197","AY775208 Smilax herbacea","AY775208","Smilax_herbacea","trnL.fasta","Smilax_herbacea"
"1198","KP057677 Solanum americanum","KP057677","Solanum_americanum","trnL.fasta","Solanum_americanum"
"1199","KY697402 Solanum dulcamara","KY697402","Solanum_dulcamara","trnL.fasta","Solanum_dulcamara"
"1200","MK261736 Solanum nigrum","MK261736","Solanum_nigrum","trnL.fasta","Solanum_nigrum"
"1201","KP175202 Solidago gigantea","KP175202","Solidago_gigantea","trnL.fasta","Solidago_gigantea"
"1202","HM590346 Solidago missouriensis","HM590346","Solidago_missouriensis","trnL.fasta","Solidago_missouriensis"
"1203","EF156731 Spartina pectinata","EF156731","Sporobolus_michauxianus","trnL.fasta","Spartina_pectinata"
"1204","DQ897588 Spiraea latifolia","DQ897588","Spiraea_alba","trnL.fasta","Spiraea_latifolia"
"1205","KT957638 Sporobolus cryptandrus","KT957638","Sporobolus_cryptandrus","trnL.fasta","Sporobolus_cryptandrus"
"1206","KF529830 Stachys palustris","KF529830","Stachys_palustris","trnL.fasta","Stachys_palustris"
"1207","KF529845 Stachys tenuifolia","KF529845","Stachys_tenuifolia","trnL.fasta","Stachys_tenuifolia"
"1208","GQ245567 Stellaria longifolia","GQ245567","Stellaria_longifolia","trnL.fasta","Stellaria_longifolia"
"1209","EU785989 Stellaria media","EU785989","Stellaria_media","trnL.fasta","Stellaria_media"
"1210","HM590350 Hesperostipa comata","HM590350","Hesperostipa_comata","trnL.fasta","Hesperostipa_comata"
"1211","HM590351 Symphoricarpos occidentalis","HM590351","Symphoricarpos_occidentalis","trnL.fasta","Symphoricarpos_occidentalis"
"1212","JX573450 Thalictrum dasycarpum","JX573450","Thalictrum_dasycarpum","trnL.fasta","Thalictrum_dasycarpum"
"1213","JX573454 Thalictrum dioicum","JX573454","Thalictrum_dioicum","trnL.fasta","Thalictrum_dioicum"
"1214","KJ746345 Trifolium arvense","KJ746345","Trifolium_arvense","trnL.fasta","Trifolium_arvense"
"1215","DQ311807 Trifolium hybridum","DQ311807","Trifolium_hybridum","trnL.fasta","Trifolium_hybridum"
"1216","MW261507 Trifolium pratense","MW261507","Trifolium_pratense","trnL.fasta","Trifolium_pratense"
"1217","MW261510 Trifolium repens","MW261510","Trifolium_repens","trnL.fasta","Trifolium_repens"
"1218","MZ323169 Typha angustifolia","MZ323169","Typha_angustifolia","trnL.fasta","Typha_angustifolia"
"1219","MZ323166 Typha latifolia","MZ323166","Typha_latifolia","trnL.fasta","Typha_latifolia"
"1220","MF674007 Ulmus americana","MF674007","Ulmus_americana","trnL.fasta","Ulmus_americana"
"1221","MG773091 Ulmus pumila","MG773091","Ulmus_pumila","trnL.fasta","Ulmus_pumila"
"1222","AF034870 Verbascum thapsus","AF034870","Verbascum_thapsus","trnL.fasta","Verbascum_thapsus"
"1223","HQ412931 Verbena bracteata","HQ412931","Verbena_bracteata","trnL.fasta","Verbena_bracteata"
"1224","EF155903 Vernonia fasciculata","EF155903","Vernonia_fasciculata","trnL.fasta","Vernonia_fasciculata"
"1225","AF486412 Veronicastrum virginicum","AF486412","Veronicastrum_virginicum","trnL.fasta","Veronicastrum_virginicum"
"1226","MZ334956 Vicia sativa","MZ334956","Vicia_sativa","trnL.fasta","Vicia_sativa"
"1227","DQ311955 Vicia villosa","DQ311955","Vicia_villosa","trnL.fasta","Vicia_villosa"
"1228","GQ245662 Viola palustris","GQ245662","Viola_palustris","trnL.fasta","Viola_palustris"
"1229","JF767204 Viola pedata","JF767204","Viola_pedata","trnL.fasta","Viola_pedata"
"1230","JF767206 Viola sagittata","JF767206","Viola_sagittata","trnL.fasta","Viola_sagittata"
"1231","DQ085920 Viola selkirkii","DQ085920","Viola_selkirkii","trnL.fasta","Viola_selkirkii"
"1232","KT344468 Vitis vulpina","KT344468","Vitis_vulpina","trnL.fasta","Vitis_vulpina"
"1233","DQ226002 Zanthoxylum americanum","DQ226002","Zanthoxylum_americanum","trnL.fasta","Zanthoxylum_americanum"
"1234","KF736812 Artemisia campestris","KF736812","Artemisia_campestris","trnL.fasta","Artemisia_campestris"
"1235","MN314901 Cirsium altissimum","MN314901","Cirsium_altissimum","trnL.fasta","Cirsium_altissimum"
"1236","KP175172 Erigeron philadelphicus","KP175172","Erigeron_philadelphicus","trnL.fasta","Erigeron_philadelphicus"
"1237","KF288060 Hackelia virginiana","KF288060","Hackelia_virginiana","trnL.fasta","Hackelia_virginiana"
"1238","OR571818 Melilotus albus","OR571818","Melilotus_albus","trnL.fasta","Melilotus_albus"
"1239","HM585957 Parthenocissus vitacea","HM585957","Parthenocissus_inserta","trnL.fasta","Parthenocissus_vitacea"
"1240","AY101964 Plantago patagonica","AY101964","Plantago_patagonica","trnL.fasta","Plantago_patagonica"
"1241","OR571849 Taraxacum officinale","OR571849","Taraxacum_officinale","trnL.fasta","Taraxacum_officinale"
"1242","MN702072 Vitis riparia","MN702072","Vitis_riparia","trnL.fasta","Vitis_riparia"
