taxon,birth,death,ccp,source
Zanthoxylum,0.02780359351719789,0.026741331668170932,0,from Rutaceae (singleton)
Sapindaceae,0.02780359351719789,0.026741331668170932,0.6666666666666667,from Sapindales (crown capture probability)
Acer,0.02780359351719789,0.026741331668170932,0.6666666666666667,from Sapindaceae (crown capture probability)
Saxifragales,0.09118821257806223,0.07567304079739891,0.0,from Magnoliopsida (not monophyletic)
Grossulariaceae,0.09118821257806223,0.07567304079739891,0,from Saxifragales (singleton)
Ribes,0.09118821257806223,0.07567304079739891,0,from Grossulariaceae (singleton)
Penthoraceae,0.09118821257806223,0.07567304079739891,0,from Saxifragales (singleton)
Penthorum,0.09118821257806223,0.07567304079739891,0,from Penthoraceae (singleton)
Saxifragaceae,0.09118821257806223,0.07567304079739891,0.6666666666666667,from Saxifragales (crown capture probability)
Heuchera,0.09118821257806223,0.07567304079739891,0,from Saxifragaceae (singleton)
Micranthes,0.09118821257806223,0.07567304079739891,0.0,from Saxifragaceae (cherry)
Solanales,0.09696832935526663,0.09696789439940527,0.9722222222222222,computed
Convolvulaceae,0.09696832935526663,0.09696789439940527,0,from Solanales (singleton)
Convolvulus,0.09696832935526663,0.09696789439940527,0,from Convolvulaceae (singleton)
Solanaceae,0.11056188955462168,0.07321766343845156,0.9642857142857143,computed
Physalis,0.1368200486559933,0.13681791841212848,0.8333333333333334,computed
Solanum,0.05757411486806746,0.009989638180969616,1.0,computed
Vitales,0.016300083952708513,0.0,0.84,computed
Vitaceae,0.016300083952708513,0.0,0.84,computed
Parthenocissus,0.016300083952708513,0.0,0.0,from Vitaceae (not monophyletic)
Vitis,0.016300083952708513,0.0,1.0,from Vitaceae (cherry)
G,0.09254416404674393,0.0799510795535878,0.0,from __TAXONOMIC_ROOT__ (not monophyletic)
Ginkgoopsida,0.09254416404674393,0.0799510795535878,0,from G (singleton)
Ginkgoales,0.09254416404674393,0.0799510795535878,0,from Ginkgoopsida (singleton)
Ginkgoaceae,0.09254416404674393,0.0799510795535878,0,from Ginkgoales (singleton)
Ginkgo,0.09254416404674393,0.0799510795535878,0,from Ginkgoaceae (singleton)
Pinopsida,0.03863852049614599,0.03863844179510688,0.8928571428571429,computed
Pinales,0.03863852049614599,0.03863844179510688,0.8928571428571429,computed
Cupressaceae,0.03863852049614599,0.03863844179510688,0.6666666666666667,from Pinales (crown capture probability)
Juniperus,0.03863852049614599,0.03863844179510688,0.6666666666666667,from Cupressaceae (crown capture probability)
Pinaceae,0.025663857195759292,0.003369325729516469,0.84,computed
Larix,0.025663857195759292,0.003369325729516469,0,from Pinaceae (singleton)
Picea,0.025663857195759292,0.003369325729516469,0.0,from Pinaceae (unsampled)
Pinus,0.024276848316103366,0.0,0.8333333333333334,computed
