"Species","Ti","Acc","gene"
"Lycopus uniflorus","Lycopus uniflorus isolate x221 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","DQ667488","trnL"
"Lysimachia ciliata","Lysimachia ciliata voucher Unknown rpl32-trnL intergenic spacer region and tRNA-Leu (trnL) gene, partial sequence; chloroplast","MG950964","trnL"
"Lysimachia thyrsiflora","Lysimachia thyrsiflora voucher Anderberg s.n. rpl32-trnL intergenic spacer region and tRNA-Leu (trnL) gene, partial sequence; chloroplast","MG951037","trnL"
"Maianthemum canadense","Maianthemum canadense isolate IG_Ma_ci_131 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","KY908996","trnL"
"Medicago lupulina","Medicago lupulina tRNA-Leu (trnL) gene, intron; chloroplast","DQ311708","trnL"
"Medicago sativa","Medicago sativa isolate MX1 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","MH795071","trnL"
"Melilotus officinalis","Melilotus officinalis subsp. suaveolens isolate CF030523 tRNA-Phe (trnF) gene, partial sequence; trnF-trnL intergenic spacer, complete sequence; and tRNA-Leu (trnL) gene, partial sequence; chloroplast","MN533700","trnL"
"Mimulus ringens","Mimulus ringens tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast gene for chloroplast product","AF479000","trnL"
"Mirabilis albida","Mirabilis albida voucher USAS:Hiiesalu 43 tRNA-Leu (trnL) gene, partial sequence; chloroplast","HM590319","trnL"
"Miscanthus x","Miscanthus x giganteus chloroplast DNA, tRNA-Leu (trnL), trnL-trnF intergenic spacer and tRNA-Phe (trnF), isolate: Tashiro-Fumoto type B2","LC060125","trnL"
"Mollugo verticillata","Mollugo verticillata tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","FJ405003","trnL"
"Monarda fistulosa","Monarda fistulosa tRNA-Leu (trnL) gene, partial sequence; chloroplast","AY943458","trnL"
"Mosla dianthera","Mosla dianthera voucher C.L. Xiang s.n. tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","KT210326","trnL"
"Nepeta cataria","Nepeta cataria isolate x220 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","DQ667487","trnL"
"Oenothera biennis","Oenothera biennis trnL gene, partial sequence; trnL-trnF intergenic spacer region, complete sequence; and trnF gene, partial sequence; chloroplast genes for chloroplast products","AY264553","trnL"
"Oenothera rhombipetala","Oenothera rhombipetala trnL gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","GU176592","trnL"
"Osmundastrum cinnamomeum","Osmundastrum cinnamomeum voucher M.J.M. Christenhusz 4244 (DUKE, TUR) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","EF588820","trnL"
"Claytosmunda claytoniana","Claytosmunda claytoniana CL1 chloroplast DNA, tRNA-Leu (trnL) and trnL-trnF intergenic spacer, partial sequence","LC590547","trnL"
"Osmunda claytoniana","Osmunda claytoniana voucher S. Nemoto 99-307 (KYO) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","EF588810","trnL"
"Osmunda regalis","Osmunda regalis R17 chloroplast DNA, tRNA-Leu (trnL) and trnL-trnF intergenic spacer, partial sequence","LC590539","trnL"
"Oxalis stricta","Oxalis stricta voucher strictaB tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; plastid","KC602061","trnL"
"Panicum capillare","Panicum capillare tRNA-Leu (trnL) gene, intron; chloroplast gene for chloroplast product","AY142721","trnL"
"Dichanthelium acuminatum","Dichanthelium acuminatum voucher KL76 tRNA-Leu (trnL) gene, partial sequence; chloroplast","MG709458","trnL"
"Panicum miliaceum","Panicum miliaceum from Turkey tRNA-Leu (trnL) gene, intron; chloroplast gene for chloroplast product","AY142738","trnL"
"Dichanthelium oligosanthes","Dichanthelium oligosanthes voucher AH06 tRNA-Leu (trnL) gene, partial sequence; chloroplast","MG709387","trnL"
"Panicum virgatum","Panicum virgatum voucher KL43 tRNA-Leu (trnL) gene, partial sequence; chloroplast","MG709428","trnL"
"Parietaria pensylvanica","Parietaria pensylvanica voucher Hinton 2901, BM tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","DQ179375","trnL"
"Parthenocissus quinquefolia","Parthenocissus quinquefolia isolate 8120Mtp5 tRNA-Leu (trnL) gene, partial sequence; chloroplast","HQ108266","trnL"
"Paspalum setaceum","Paspalum setaceum voucher PRNPseta tRNA-Leu (trnL) gene, intron; chloroplast","EU627423","trnL"
"Penstemon digitalis","Penstemon digitalis trnT-trnL intergenic spacer and tRNA-Leu (trnL) gene, partial sequence; chloroplast","DQ531243","trnL"
"Penstemon gracilis","Penstemon gracilis voucher UofC 53574 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; plastid","KX061029","trnL"
"Phalaris arundinacea","Phalaris arundinacea plastid:chloroplast DNA containing partial trnL (UAA) exon 5' gene, trnL (UAA) exon 5'-trnF (GAA) IGS and partial trnF (GAA) gene, specimen voucher Doronkin & Bubnova 2264 (NS/NSK)","LR606747","trnL"
"Phleum pratense","Phleum pratense voucher US:Soreng et al. 7943 trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene, complete sequence; and trnL-trnF intergenic spacer, partial sequence; chloroplast","KM524084","trnL"
"Phlox pilosa","Phlox pilosa subsp. pilosa voucher KSC:C. Ferguson 389 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","KJ686545","trnL"
"Phryma leptostachya","Phryma leptostachya var. asiatica voucher Takahashi 1815 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","DQ532486","trnL"
"Physalis pubescens","Physalis pubescens voucher CORD:Chiarini et al. 1281 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer region, partial sequence; chloroplast","MH752659","trnL"
"Physalis virginiana","Physalis virginiana voucher COLO:Deanna & Smith 238 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer region, partial sequence; chloroplast","MH752665","trnL"
"Pilea pumila","Pilea pumila chloroplast trnL gene, intron, partial sequence","LC586481","trnL"
"Pinus banksiana","Pinus banksiana tRNA-Thr (trnT) gene, partial sequence; tRNA-Leu (trnL) gene, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","EF440558","trnL"
"Pinus strobus","Pinus strobus tRNA-Leu (trnL) gene, intron sequence; chloroplast gene for chloroplast product","AF479874","trnL"
"Plantago lanceolata","Plantago lanceolata tRNA-Leu (trnL) gene, partial sequence; chloroplast","MZ965273","trnL"
"Plantago major","Plantago major isolate P-0501 trnT-trnL intergeneric spacer, tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, region; plastid","MN709697","trnL"
"Poa compressa","Poa compressa voucher CAN:Gillespie et al. 10338 trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","MT273359","trnL"
"Poa palustris","Poa palustris voucher Gillespie 6461 CAN trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","DQ354000","trnL"
"Poa pratensis","Poa pratensis tRNA-Leu (trnL) gene, partial sequence; chloroplast","MZ965275","trnL"
"Polygala polygama","Polygala polygama voucher FLAS:Abbott 24378 tRNA-Leu (trnL) gene, intron","GQ889181","trnL"
"Polygala sanguinea","Polygala sanguinea voucher FLAS:Abbott 13655 tRNA-Leu (trnL) gene, intron","GQ889191","trnL"
"Polygonella articulata","Polygonella articulata voucher Kim & Lundgren s.n (YU) tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","EF653786","trnL"
"Persicaria amphibia","Persicaria amphibia voucher FanDM-037 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","JN235051","trnL"
"Polygonum amphibium","Polygonum amphibium voucher Kim & Kim Ch-Ko-91 (YU) tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","EF653803","trnL"
"Persicaria thunbergii","Persicaria thunbergii chloroplast DNA, trnL intron, partial sequence","LC057225","trnL"
"Polygonum thunbergii","Polygonum thunbergii isolate LF13 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","HQ843152","trnL"
"Fallopia cilinodis","Fallopia cilinodis voucher TMS13-22 (WFU) tRNA-Leu (trnL) gene, partial sequence; chloroplast","KR537753","trnL"
"Fallopia convolvulus","Fallopia convolvulus tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","EU024782","trnL"
"Persicaria hydropiper","Persicaria hydropiper voucher FanDM-030 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","JN235045","trnL"
"Persicaria lapathifolia","Persicaria lapathifolia voucher 9017 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","KM609463","trnL"
"Persicaria pensylvanica","Persicaria pensylvanica voucher Kim, Donoghue & Sultan 14 (YU) tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","EF653808","trnL"
"Persicaria maculosa","Persicaria maculosa tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","EU197031","trnL"
"Persicaria sagittata","Persicaria sagittata voucher Kim 650 (YU) tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","EF653799","trnL"
"Fallopia scandens","Fallopia scandens voucher Kim 504 (YU) tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","EF653785","trnL"
"Populus balsamifera","Populus balsamifera isolate HAY10 tRNA-Leu (trnL) gene, intron; chloroplast","JN873698","trnL"
"Populus deltoides","Populus deltoides voucher MH003 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","MH573966","trnL"
"Populus grandidentata","Populus grandidentata trnT-trnL intergenic spacer and tRNA-Leu (trnL) gene, partial sequence; chloroplast","KF940779","trnL"
"Populus tremuloides","Populus tremuloides trnT-trnL intergenic spacer and tRNA-Leu (trnL) gene, partial sequence; chloroplast","KF940773","trnL"
"Portulaca oleracea","Portulaca oleracea voucher E11_K1246_Portulaca_oleracea tRNA-Leu (trnL) gene, intron; chloroplast","KR738029","trnL"
"Potentilla argentea","Potentilla argentea isolate xt_plant54 tRNA-Leu (trnL) gene, intron; chloroplast","KJ746328","trnL"
"Drymocallis agrimonioides","Drymocallis agrimonioides tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","FJ422289","trnL"
"Potentilla norvegica","Potentilla norvegica isolate Ptl2714 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","GQ384630","trnL"
"Comarum palustre","Comarum palustre isolate 1010o tRNA-Leu (trnL) gene, partial sequence; chloroplast","GQ244817","trnL"
"Potentilla recta","Potentilla recta isolate Ptl5406 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","GQ384708","trnL"
"Potentilla simplex","Potentilla simplex isolate Ptl5429 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","GQ384717","trnL"
"Prunella vulgaris","Prunella vulgaris isolate x314 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","DQ667508","trnL"
"Prunus americana","Prunus americana voucher JSh038 tRNA-Leu (trnL) gene, intron; chloroplast","AY500743","trnL"
"Prunus pensylvanica","Prunus pensylvanica isolate 2043 tRNA-Leu (trnL), trnL-trnF intergenic spacer and tRNA-Phe (trnF), region; chloroplast","HQ244088","trnL"
"Prunus pumila","Prunus pumila isolate 059 tRNA-Leu (trnL), trnL-trnF intergenic spacer and tRNA-Phe (trnF), region; chloroplast","HQ244112","trnL"
"Prunus serotina","Prunus serotina voucher JSh s.n. tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","JX414453","trnL"
"Prunus virginiana","Prunus virginiana isolate 429 tRNA-Leu (trnL), trnL-trnF intergenic spacer and tRNA-Phe (trnF), region; chloroplast","HQ244173","trnL"
"Pteridium aquilinum","Pteridium aquilinum subsp. pinetorum voucher Lehtonen 696 (TUR) tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; plastid","GU478724","trnL"
"Pycnanthemum virginianum","Pycnanthemum virginianum isolate x313 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","DQ667507","trnL"
"Pyrola rotundifolia","Pyrola rotundifolia voucher KUN:Z.W.Liu 065 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","FJ378616","trnL"
"Malus x","Malus x domestica clone 16 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","JX122471","trnL"
"Malus domestica","Malus domestica isolate P48 tRNA-Leu (trnL) gene, partial sequence; chloroplast","KF718333","trnL"
"Quercus alba","Quercus alba tRNA-Leu (trnL) gene, partial sequence; plastid","KF418963","trnL"
"Quercus petraea","Quercus petraea subsp. pinnatiloba voucher BEL5b tRNA-Thr (trnT) gene, partial sequence; trnT-trnL intergenic spacer, tRNA-Leu (trnL) gene, and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","MT934675","trnL"
"Rhamnus cathartica","Rhamnus cathartica tRNA-Leu (trnL) gene, partial sequence; chloroplast","KX668081","trnL"
"Frangula alnus","Frangula alnus tRNA-Leu (trnL) gene, intron; chloroplast","HQ323903","trnL"
"Frangula baetica","Frangula baetica chloroplast tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence","AY626429","trnL"
"Rhus glabra","Rhus glabra isolate A130 tRNA-Leu (trnL) and tRNA-Phe (trnF) genes, partial sequence; plastid","MG584486","trnL"
"Toxicodendron radicans","Toxicodendron radicans tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","AY594540","trnL"
"Rhus typhina","Rhus typhina isolate A62 tRNA-Leu (trnL) and tRNA-Phe (trnF) genes, partial sequence; plastid","MG584490","trnL"
"Robinia pseudoacacia","Robinia pseudoacacia isolate BH1987rp tRNA-Leu (trnL) gene, intron; chloroplast","AF529391","trnL"
"Rosa arkansana","Rosa arkansana voucher USAS:Hiiesalu 53 tRNA-Leu (trnL) gene, partial sequence; chloroplast","HM590339","trnL"
"Rubus allegheniensis","Rubus allegheniensis tRNA-Leu (trnL) gene, partial sequence; trnL-F intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","KF977458","trnL"
"Rubus idaeus","Rubus idaeus Indian Summer chloroplast trnL gene, trnL-trnF intergenic spacer and trnF gene, partial sequence","LC515941","trnL"
"Rubus occidentalis","Rubus occidentalis tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","EF055333","trnL"
"Rudbeckia hirta","Rudbeckia hirta tRNA-Leu (trnL) gene, partial sequence; chloroplast gene for chloroplast product","AY216108","trnL"
"Rumex acetosella","Rumex acetosella isolate 1440o tRNA-Leu (trnL) gene, partial sequence; chloroplast","GQ245413","trnL"
"Salix bebbiana","Salix bebbiana isolate 0260g tRNA-Leu (trnL) gene, partial sequence; chloroplast","GQ245431","trnL"
"Salsola kali","Salsola kali tRNA-Leu (trnL) gene, partial sequence; chloroplast","DQ499392","trnL"
"Micranthes pensylvanica","Micranthes pensylvanica voucher ML 022 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","MK682308","trnL"
"Schizachne purpurascens","Schizachne purpurascens tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","KF977446","trnL"
"Schizachyrium scoparium","Schizachyrium scoparium voucher Franklin 2406 (GH) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","MW221022","trnL"
"Scutellaria galericulata","Scutellaria galericulata tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence, isolate Scu001","OU991557","trnL"
"Secale cereale","Secale cereale tRNA-Leu (trnL) gene, partial sequence; chloroplast","GU595140","trnL"
"Packera aurea","Packera aurea voucher D. E. Boufford & J. T. Kartesz 42948 tRNA-Leu (trnL) gene, partial sequence; and trnL-trnF intergenic spacer and tRNA-Phe (trnF) gene, complete sequence; chloroplast","KF584252","trnL"
"Setaria italica","Setaria italica tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast gene for chloroplast product","AF499155","trnL"
"[Pennisetum] glaucum","[Pennisetum] glaucum subsp. monodii isolate India tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","MN871707","trnL"
"Pennisetum glaucum","Pennisetum glaucum tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","GU561498","trnL"
"Cenchrus americanus","Cenchrus americanus isolate PE01458 rpl32 gene, partial sequence; trnL gene, complete sequence; and ccsA gene, partial sequence; chloroplast","JF705575","trnL"
"Setaria viridis","Setaria viridis voucher SFA1 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; plastid","JQ041853","trnL"
"Sisymbrium altissimum","Sisymbrium altissimum voucher M. Koch s.n. HEID 500557 tRNA-Leu (trnL) gene, intron; chloroplast","DQ479883","trnL"
"Maianthemum racemosum","Maianthemum racemosum isolate IG_Ma_ra_076 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","KY909031","trnL"
"Maianthemum stellatum","Maianthemum stellatum isolate IG_Ma_st_077 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","KY909037","trnL"
"Smilax herbacea","Smilax herbacea voucher Kew159 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","AY775208","trnL"
"Solanum americanum","Solanum americanum isolate P011 tRNA-Leu (trnL) gene, partial sequence; chloroplast","KP057677","trnL"
"Solanum carolinense","Solanum carolinense isolate LB3219 tRNA-Thr (trnT) gene, partial sequence; trnT-trnL intergenic spacer, tRNA-Leu (trnL) gene, and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","KC539163","trnL"
"Solanum dulcamara","Solanum dulcamara tRNA-Leu (trnL) gene, partial sequence; chloroplast","KY697402","trnL"
"Solanum nigrum","Solanum nigrum voucher B2_K1247_Solanum_nigrum tRNA-Leu (trnL) gene, partial sequence; mitochondrial","MK261736","trnL"
"Solidago canadensis","Solidago canadensis isolate CP58 tRNA-Leu (trnL) gene, partial sequence; chloroplast","KP208382","trnL"
"Solidago gigantea","Solidago gigantea isolate AH27 tRNA-Leu (trnL) gene, partial sequence; chloroplast","KP175202","trnL"
"Solidago missouriensis","Solidago missouriensis voucher USAS:Hiiesalu 56 tRNA-Leu (trnL) gene, partial sequence; chloroplast","HM590346","trnL"
"Solidago rigida","Solidago rigida isolate CP61 tRNA-Leu (trnL) gene, partial sequence; chloroplast","KP208385","trnL"
"Sonchus arvensis","Sonchus arvensis isolate CP62 tRNA-Leu (trnL) gene, partial sequence; chloroplast","KP208386","trnL"
"Sorghastrum nutans","Sorghastrum nutans voucher Skendzic 5072 RSA tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","DQ005001","trnL"
"Spartina pectinata","Spartina pectinata tRNA-Leu (trnL) gene, partial sequence; and trnL-trnF intergenic spacer, complete sequence; chloroplast","EF156731","trnL"
"Spiraea latifolia","Spiraea latifolia tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","DQ897588","trnL"
"Sporobolus cryptandrus","Sporobolus cryptandrus isolate Boone tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","KT957638","trnL"
"Stachys palustris","Stachys palustris isolate SN-65 tRNA-Leu (trnL) gene, partial sequence; chloroplast","KF529830","trnL"
"Stachys tenuifolia","Stachys tenuifolia isolate SN-80 tRNA-Leu (trnL) gene, partial sequence; chloroplast","KF529845","trnL"
"Stellaria longifolia","Stellaria longifolia tRNA-Leu (trnL) gene, partial sequence; chloroplast","GQ245567","trnL"
"Stellaria media","Stellaria media tRNA-Leu (trnL) and trnL-trnF intergenic spacer, partial sequence; chloroplast","EU785989","trnL"
"Hesperostipa comata","Hesperostipa comata voucher USAS:Hiiesalu 57 tRNA-Leu (trnL) gene, partial sequence; chloroplast","HM590350","trnL"
"Hesperostipa spartea","Hesperostipa spartea voucher Holmes 214 US tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","EU489329","trnL"
"Symphoricarpos occidentalis","Symphoricarpos occidentalis voucher USAS:Hiiesalu 58 tRNA-Leu (trnL) gene, partial sequence; chloroplast","HM590351","trnL"
"Thalictrum dasycarpum","Thalictrum dasycarpum isolate T14DASf tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","JX573450","trnL"
"Thalictrum dioicum","Thalictrum dioicum isolate T19DIOf tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","JX573454","trnL"
"Trientalis borealis","Trientalis borealis voucher K. Cameron 2157 rpl32-trnL intergenic spacer region and tRNA-Leu (trnL) gene, partial sequence; chloroplast","MG951047","trnL"
"Trifolium arvense","Trifolium arvense isolate xt_plant122 tRNA-Leu (trnL) gene, intron; chloroplast","KJ746345","trnL"
"Trifolium hybridum","Trifolium hybridum tRNA-Leu (trnL) gene, intron; chloroplast","DQ311807","trnL"
"Trifolium pratense","Trifolium pratense USDA NPGS PI 641621 2003i SD tRNA-Leu (trnL) gene, partial sequence; chloroplast","MW261507","trnL"
"Trifolium repens","Trifolium repens USDA NPGS PI 604689 97i SD tRNA-Leu (trnL) gene, partial sequence; chloroplast","MW261510","trnL"
"Typha angustifolia","Typha angustifolia isolate 61666 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","MZ323169","trnL"
"Typha latifolia","Typha latifolia isolate 69000 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","MZ323166","trnL"
"Ulmus americana","Ulmus americana voucher BBG-CAS-8 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","MF674007","trnL"
"Ulmus pumila","Ulmus pumila isolate P16 tRNA-Leu (trnL) gene, intron; chloroplast","MG773091","trnL"
"Urtica dioica","Urtica dioica subsp. pubescens isolate 2239 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","KF971244","trnL"
"Verbascum thapsus","Verbascum thapsus tRNA-Leu (trnL) gene, chloroplast gene for chloroplast RNA, partial intron sequence","AF034870","trnL"
"Verbena bracteata","Verbena bracteata tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","HQ412931","trnL"
"Verbena hastata","Verbena hastata voucher R. G. Olmstead 2003-155 (WTU) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","EF571531","trnL"
"Vernonia fasciculata","Vernonia fasciculata isolate VfasciculataK37 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","EF155903","trnL"
"Veronicastrum virginicum","Veronicastrum virginicum tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast","AF486412","trnL"
"Vicia sativa","Vicia sativa isolate 80 tRNA-Leu (trnL) gene, partial sequence; chloroplast","MZ334956","trnL"
"Vicia villosa","Vicia villosa tRNA-Leu (trnL) gene, intron; chloroplast","DQ311955","trnL"
"Viola pallens","Viola pallens voucher TM920 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","JF767193","trnL"
"Viola palustris","Viola palustris tRNA-Leu (trnL) gene, partial sequence; chloroplast","GQ245662","trnL"
"Viola pedata","Viola pedata voucher TM729 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","JF767204","trnL"
"Viola sagittata","Viola sagittata voucher TM724 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","JF767206","trnL"
"Viola selkirkii","Viola selkirkii voucher Yoo030429 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","DQ085920","trnL"
"Vitis vulpina","Vitis vulpina voucher Wen 9829 (US) tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","KT344468","trnL"
"Zanthoxylum americanum","Zanthoxylum americanum isolate AA16 tRNA-Leu (trnL) gene, intron; chloroplast","DQ226002","trnL"
"Zizia aptera","Zizia aptera isolate CP75 tRNA-Leu (trnL) gene, partial sequence; chloroplast","KP208399","trnL"
"Ginkgo biloba","Ginkgo biloba tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast","FJ490791","trnL"
