"Species","Ti","Acc","gene"
"Eragrostis spectabilis","Eragrostis spectabilis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525793","rbcL"
"Eragrostis trichodes","Eragrostis trichodes ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525794","rbcL"
"Erechtites hieraciifolius","Erechtites hieraciifolius voucher Canek Ledesma 20339 (MEXU, US) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OP710969","rbcL"
"Erigeron annuus","Erigeron annuus isolate DNAS-5DD-A1F3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds","OR432845","rbcL"
"Erigeron canadensis","Erigeron canadensis voucher Canek Ledesma 20087 (MEXU, US) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OP710755","rbcL"
"Conyza canadensis","Conyza canadensis voucher AP235 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","HQ590045","rbcL"
"Erigeron philadelphicus","Erigeron philadelphicus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525800","rbcL"
"Erigeron strigosus","Erigeron strigosus ribulose 1,5-bisphosphate carboxylaseoxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN601447","rbcL"
"Eutrochium maculatum","Eutrochium maculatum voucher Schilling 95-16, TENN ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","HQ416171","rbcL"
"Eupatorium perfoliatum","Eupatorium perfoliatum voucher DAOM:87634 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW010960","rbcL"
"Euphorbia corollata","Euphorbia corollata voucher SCBI_13_0469 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643888","rbcL"
"Euphorbia geyeri","Euphorbia geyeri voucher CCDB-23390-C03 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249086","rbcL"
"Euphorbia glyptosperma","Euphorbia glyptosperma ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525833","rbcL"
"Euphorbia maculata","Euphorbia maculata voucher FLAS:Whitten 4093 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY627537","rbcL"
"Eurybia macrophylla","Eurybia macrophylla voucher DAOM:239683 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW010871","rbcL"
"Euthamia graminifolia","Euthamia graminifolia ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525840","rbcL"
"Fallopia cilinodis","Fallopia cilinodis voucher NTW754 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249533","rbcL"
"Fallopia convolvulus","Fallopia convolvulus voucher Ge130254 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT931204","rbcL"
"Fallopia scandens","Fallopia scandens voucher CCDB-23122-H06 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249198","rbcL"
"Festuca ovina","Festuca ovina voucher ZhangDC-07ZX-1815 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN205115","rbcL"
"Festuca rubra","Festuca rubra ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF158779","rbcL"
"Fragaria vesca","Fragaria vesca voucher Ge130537 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT931935","rbcL"
"Fragaria virginiana","Fragaria virginiana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525861","rbcL"
"Frangula alnus","Frangula alnus clone 1040526_2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid","OR464840","rbcL"
"Fraxinus americana","Fraxinus americana voucher SCBI-SIGEO_13_0293 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643769","rbcL"
"Fraxinus nigra","Fraxinus nigra voucher MT00180048 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223245","rbcL"
"Fraxinus pennsylvanica","Fraxinus pennsylvanica ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525865","rbcL"
"Galium aparine","Galium aparine voucher Ge130251 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT931544","rbcL"
"G.aparine chloroplast","G.aparine chloroplast rbcL gene","X81091","rbcL"
"Galium boreale","Galium boreale ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OR508843","rbcL"
"Galium concinnum","Galium concinnum voucher SCBI-SIGEO_13_0238 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643878","rbcL"
"Galium obtusum","Galium obtusum voucher 28590HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223213","rbcL"
"Galium trifidum","Galium trifidum voucher YangLE520 (KUN) atpB-rbcL intergenic spacer, partial sequence; and ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG906212","rbcL"
"Galium triflorum","Galium triflorum voucher Sunhang 18356 (KUN) atpB-rbcL intergenic spacer, partial sequence; and ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG906239","rbcL"
"Gentiana andrewsii","Gentiana andrewsii voucher JAG 0082 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223549","rbcL"
"Geranium maculatum","Geranium maculatum voucher SCBI-SIGEO_13_0094 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP644002","rbcL"
"Glechoma hederacea","Glechoma hederacea clone 1046683_2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid","OR538513","rbcL"
"G.hederacea chloroplast","G.hederacea chloroplast rbcL gene for rubisco (large subunit) (partial)","Z37391","rbcL"
"Glyceria grandis","Glyceria grandis voucher 04-PMP-18372 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF596821","rbcL"
"Gamochaeta purpurea","Gamochaeta purpurea voucher Peru170263 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OQ391895","rbcL"
"Gnaphalium uliginosum","Gnaphalium uliginosum voucher CCDB-23110-C04 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223938","rbcL"
"Gymnocarpium dryopteris","Gymnocarpium dryopteris voucher MLTV84 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG215287","rbcL"
"Hackelia deflexa","Hackelia deflexa voucher CCDB-23324-H09 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223887","rbcL"
"Hackelia virginiana","Hackelia virginiana voucher SCBI-SIGEO_13_0311 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643929","rbcL"
"Hedeoma hispida","Hedeoma hispida voucher 19931HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223566","rbcL"
"Helenium autumnale","Helenium autumnale voucher MMD 056 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224442","rbcL"
"Helianthus giganteus","Helianthus giganteus voucher 51588HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224131","rbcL"
"Helianthus hirsutus","Helianthus hirsutus voucher 43785HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224446","rbcL"
"Helianthus petiolaris","Helianthus petiolaris voucher MONT:87354 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OQ832175","rbcL"
"Heliopsis helianthoides","Heliopsis helianthoides ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525959","rbcL"
"Hesperostipa spartea","Hesperostipa spartea voucher 07-JMS-0992 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF596834","rbcL"
"Heterotheca villosa","Heterotheca villosa voucher CCDB-18323-D3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223520","rbcL"
"Heuchera richardsonii","Heuchera richardsonii voucher CCDB-18313-F06 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249526","rbcL"
"Hieracium longipilum","Hieracium longipilum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525971","rbcL"
"Hieracium umbellatum","Hieracium umbellatum voucher 12CS5563 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN204741","rbcL"
"Hierochloe odorata","Hierochloe odorata voucher NMW8042 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK925477","rbcL"
"Anthoxanthum nitens","Anthoxanthum nitens isolate DNAS-A6-86950 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP940980","rbcL"
"Houstonia longifolia","Houstonia longifolia voucher SCBI-SIGEO_13_0215 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP644108","rbcL"
"Hypericum majus","Hypericum majus voucher 77454HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249055","rbcL"
"Hypoxis hirsuta","Hypoxis hirsuta ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526006","rbcL"
"Ilex verticillata","Ilex verticillata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526009","rbcL"
"Impatiens capensis","Impatiens capensis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526012","rbcL"
"I.capensis rbcL","I.capensis rbcL gene","Z83142","rbcL"
"Iris versicolor","Iris versicolor ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526022","rbcL"
"Juncus tenuis","Juncus tenuis voucher NSMK-PI201900089 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN206231","rbcL"
"Juniperus communis","Juniperus communis var. hondoensis TF<JPN>:TW024240 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds","LC690788","rbcL"
"Juniperus virginiana","Juniperus virginiana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526052","rbcL"
"Koeleria pyramidata","Koeleria pyramidata chloroplast partial rbcL gene for ribulose bisphosphate carboxylase large chain","AJ784825","rbcL"
"Koeleria cristata","Koeleria cristata chloroplast partial rbcL gene for ribulose bisphosphate carboxylase large chain","AJ746262","rbcL"
"Krigia biflora","Krigia biflora voucher 29011HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223992","rbcL"
"Lactuca biennis","Lactuca biennis voucher WAB_1079140495 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KJ593492","rbcL"
"Lactuca canadensis","Lactuca canadensis voucher SNP_13_0435 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643668","rbcL"
"Lactuca serriola","Lactuca serriola voucher TLF-104 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT930494","rbcL"
"Larix laricina","Larix laricina voucher MLTI87 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG215582","rbcL"
"Lathyrus ochroleucus","Lathyrus ochroleucus voucher CCDB-18330-G5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249418","rbcL"
"Lathyrus venosus","Lathyrus venosus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526073","rbcL"
"Lechea stricta","Lechea stricta ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526076","rbcL"
"Leersia oryzoides","Leersia oryzoides ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526079","rbcL"
"Lepidium densiflorum","Lepidium densiflorum voucher CCDB-18327-H1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249005","rbcL"
"Lepidium virginicum","Lepidium virginicum clone 1046686_2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid","OR464857","rbcL"
"Lespedeza capitata","Lespedeza capitata voucher CCDB-20330-B10 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249312","rbcL"
"Liatris aspera","Liatris aspera voucher 44885HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223434","rbcL"
"Liatris ligulistylis","Liatris ligulistylis voucher 29460HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224416","rbcL"
"Liatris pycnostachya","Liatris pycnostachya ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526099","rbcL"
"Linaria vulgaris","Linaria vulgaris voucher KG23-0221 ribulose-1,5 bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OR557598","rbcL"
"Lithospermum canescens","Lithospermum canescens voucher 74726HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223618","rbcL"
"Lithospermum carolinense","Lithospermum carolinense voucher CCDB-23308-E09 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224566","rbcL"
"Lobelia siphilitica","Lobelia siphilitica voucher SCBI-SIGEO_13_0603 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP644032","rbcL"
"Lobelia spicata","Lobelia spicata voucher 52010HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224243","rbcL"
"Lolium multiflorum","Lolium multiflorum voucher NSMK-PI20190072 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN206583","rbcL"
"Lonicera dioica","Lonicera dioica voucher RBG 148 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224262","rbcL"
"Lonicera tatarica","Lonicera tatarica Mn23-0048 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OR738092","rbcL"
"Lonicera morrowii","Lonicera morrowii voucher TJD-087 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KJ841385","rbcL"
"Ludwigia polycarpa","Ludwigia polycarpa voucher CCDB-23327-H11 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG246861","rbcL"
"Lupinus perennis","Lupinus perennis voucher Schultz 0010 (FLAS) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KX397852","rbcL"
"L.perennis chloroplast","L.perennis chloroplast rbcL gene","Z70058","rbcL"
"Diphasiastrum complanatum","Diphasiastrum complanatum isolate 116 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW801468","rbcL"
"Lycopus americanus","Lycopus americanus voucher MT00180065 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG221269","rbcL"
"Lycopus uniflorus","Lycopus uniflorus voucher DAOM:114440 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW010972","rbcL"
"Lysimachia ciliata","Lysimachia ciliata voucher SCBI-SIGEO_13_0513 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643981","rbcL"
"Lysimachia thyrsiflora","Lysimachia thyrsiflora voucher RBGE175 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK925504","rbcL"
"Maianthemum canadense","Maianthemum canadense voucher J. Wen 12225 (US) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW400761","rbcL"
"Maianthemum racemosum","Maianthemum racemosum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526162","rbcL"
"Maianthemun racemosum","Maianthemun racemosum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product","EU850096","rbcL"
"Maianthemum stellatum","Maianthemum stellatum voucher JEM 012 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG227838","rbcL"
"Maianthemun stellatum","Maianthemun stellatum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product","EU850097","rbcL"
"Malus domestica","Malus domestica cultivar Anna ATP beta subunit (atpB) gene, promoter region; and ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MH459015","rbcL"
"M.domestica cv.idared","M.domestica cv.idared chloroplast rbcL gene for ribulose-1,5-biphosphate-carboxylase and promoter region","X69749","rbcL"
"M.domestica cv.discovery","M.domestica cv.discovery chloroplast rbcL gene for ribulose-1,5-biphosphate-carboxylase and promoter region","X69750","rbcL"
"Medicago lupulina","Medicago lupulina KS23-3688 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OR738079","rbcL"
"Medicago sativa","Medicago sativa KS23-0041 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OR738068","rbcL"
"Medicago falcata","Medicago falcata voucher Ge130569 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT931443","rbcL"
"M.sativa chloroplast","M.sativa chloroplast rbcL gene","Z70173","rbcL"
"Alfalfa chloroplast","Alfalfa chloroplast rbcL gene for ribulose bisphosphate carboxylase/oxygenase large subunit","X04975","rbcL"
"Melilotus albus","Melilotus albus voucher MQ043 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT931452","rbcL"
"Melilotus officinalis","Melilotus officinalis KG23-0240 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcl) gene, partial cds; chloroplast","OR640484","rbcL"
"Mimulus ringens","Mimulus ringens voucher BAR164 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224693","rbcL"
"Mirabilis albida","Mirabilis albida voucher CCDB-18302-C06 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249258","rbcL"
"Moehringia lateriflora","Moehringia lateriflora voucher NIBRVP0000783862 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OQ172601","rbcL"
"Mollugo verticillata","Mollugo verticillata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526202","rbcL"
"M.verticillata chloroplast","M.verticillata chloroplast ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds","M62566","rbcL"
"Monarda fistulosa","Monarda fistulosa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526203","rbcL"
"M.menthaefolia chloroplast","M.menthaefolia chloroplast rbcL gene for rubisco (large subunit) (partial)","Z37420","rbcL"
"M.fistulosa chloroplast","M.fistulosa chloroplast rbcL gene for rubisco (large subunit) (partial)","Z37419","rbcL"
"Monarda punctata","Monarda punctata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526204","rbcL"
"Mosla dianthera","Mosla dianthera voucher 07-167 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN192669","rbcL"
"Muhlenbergia racemosa","Muhlenbergia racemosa voucher 73803HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG228017","rbcL"
"Nabalus albus","Nabalus albus voucher SCBI-SIGEO_13_0498 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP644134","rbcL"
"Nabalus racemosus","Nabalus racemosus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526445","rbcL"
"Nepeta cataria","Nepeta cataria TanDY0648 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN185197","rbcL"
"N.cataria chloroplast","N.cataria chloroplast rbcL gene for rubisco (large subunit) (partial)","Z37421","rbcL"
"Oenothera biennis","Oenothera biennis voucher FLAS:Whitten 3980 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY627425","rbcL"
"Oenothera parviflora","Oenothera parviflora ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526254","rbcL"
"Oenothera rhombipetala","Oenothera rhombipetala isolate 1578-44 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF405846","rbcL"
"Onoclea sensibilis","Onoclea sensibilis voucher JEM 065 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG215395","rbcL"
"Claytosmunda claytoniana","Claytosmunda claytoniana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526269","rbcL"
"Osmunda claytoniana","Osmunda claytoniana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","EF588700","rbcL"
"Osmunda regalis","Osmunda regalis voucher J.H. Nitta 1875 (UC, GH, Nectandra) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW138123","rbcL"
"Osmundastrum cinnamomeum","Osmundastrum cinnamomeum chloroplast rbcL gene for ribulose 1,5-bisphosphate carboxylase/oxygenase, partial cds","AB672750","rbcL"
"Osmunda cinnamomea","Osmunda cinnamomea var. fokiensis chloroplast rbcL gene for large subunit of ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds","D14882","rbcL"
"Oxalis stricta","Oxalis stricta isolate HP18L ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW131935","rbcL"
"Oxalis europaea","Oxalis europaea voucher Wiser 4 US ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","DQ006110","rbcL"
"Mirabilis nyctaginea","Mirabilis nyctaginea voucher CCDB-18302-D06 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248224","rbcL"
"Packera paupercula","Packera paupercula ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526278","rbcL"
"Dichanthelium acuminatum","Dichanthelium acuminatum subsp. acuminatum voucher FLAS:Majure 5054 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY627164","rbcL"
"Panicum capillare","Panicum capillare voucher 06-JMS-0762 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF596898","rbcL"
"Panicum miliaceum","Panicum miliaceum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF114368","rbcL"
"Dichanthelium oligosanthes","Dichanthelium oligosanthes subsp. oligosanthes voucher FLAS:Majure 4697 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY626896","rbcL"
"Panicum virgatum","Panicum virgatum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526289","rbcL"
"Parietaria pensylvanica","Parietaria pensylvanica voucher CCDB-18342-C10 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249097","rbcL"
"Parthenocissus inserta","Parthenocissus inserta voucher RS136 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249125","rbcL"
"Parthenocissus quinquefolia","Parthenocissus quinquefolia voucher FLAS:Majure 4996 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY627122","rbcL"
"Parthenocissus vitacea","Parthenocissus vitacea voucher US:Wen 7234 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KX951096","rbcL"
"Paspalum setaceum","Paspalum setaceum var. ciliatifolium voucher FLAS:Majure 4553 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY626757","rbcL"
"Pedicularis canadensis","Pedicularis canadensis voucher SNP_13_0421 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643854","rbcL"
"Cenchrus americanus","Cenchrus americanus voucher PE CPG29286 Z.D. Chen et al. 29286 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","ON951127","rbcL"
"Pennisetum glaucum","Pennisetum glaucum ribulosebiphosphate carboxylase (rbcL) gene, complete cds","L14623","rbcL"
"Penstemon digitalis","Penstemon digitalis voucher MT00186496 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG222404","rbcL"
