"Species","Ti","Acc","gene"
"Lycopus americanus","Lycopus americanus voucher JAG 0625 maturase K (matK) gene, partial cds; chloroplast","MG225276","matK"
"Lycopus uniflorus","Lycopus uniflorus voucher v0225481WIS maturase K (matK) gene, partial cds; chloroplast","MK520285","matK"
"Lysimachia ciliata","Lysimachia ciliata voucher SCBI-SIGEO_13_0513 maturase K (matK) gene, partial cds; chloroplast","KP643068","matK"
"Lysimachia thyrsiflora","Lysimachia thyrsiflora voucher NMW7537 maturase K (matK) gene, partial cds; chloroplast","MK926240","matK"
"Maianthemum canadense","Maianthemum canadense voucher SNP_13_0363 maturase K (matK) gene, partial cds; chloroplast","KP643009","matK"
"Medicago lupulina","Medicago lupulina voucher GPAGA 347 maturase K (matK) gene, partial cds; chloroplast","OL434880","matK"
"Medicago sativa","Medicago sativa voucher Ge130358 maturase K (matK) gene, partial cds; chloroplast","MT918271","matK"
"Melilotus officinalis","Melilotus officinalis voucher TW-0251 maturase K (matK) gene, partial cds; chloroplast","MT918281","matK"
"Mimulus ringens","Mimulus ringens voucher SNEW040a_B maturase K (matK) gene, partial cds; chloroplast","MG224871","matK"
"Mirabilis albida","Mirabilis albida voucher William R. Carr 11075 (TEX) maturase K (matK) gene, partial cds; chloroplast","KY952417","matK"
"Mirabilis nyctaginea","Mirabilis nyctaginea voucher JK 035 maturase K (matK) gene, partial cds; chloroplast","MG220894","matK"
"Mollugo verticillata","Mollugo verticillata voucher v0264509WIS maturase K (matK) gene, partial cds; chloroplast","MK520327","matK"
"Monarda fistulosa","Monarda fistulosa voucher M:Braeuchler 4456 tRNA-Lys (trnK) gene, partial sequence; and maturase K (matK) gene, complete cds; chloroplast","GU381745","matK"
"Monarda punctata","Monarda punctata voucher v0257755WIS maturase K (matK) gene, partial cds; chloroplast","MK520328","matK"
"Mosla dianthera","Mosla dianthera voucher ZhouSB0066 maturase K (matK) gene, partial cds; chloroplast","MN317512","matK"
"Muhlenbergia racemosa","Muhlenbergia racemosa voucher 07-PMP-20924 maturase K (matK) gene, partial cds; chloroplast","MF597459","matK"
"Nepeta cataria","Nepeta cataria voucher v0208386WIS maturase K (matK) gene, partial cds; chloroplast","MK520352","matK"
"Oenothera biennis","Oenothera biennis isolate OSBAR 000768 maturase K (matK) gene, partial cds; chloroplast","MH552250","matK"
"Oenothera parviflora","Oenothera parviflora voucher v0152152WIS maturase K (matK) gene, partial cds; chloroplast","MK520363","matK"
"Onoclea sensibilis","Onoclea sensibilis voucher 3791, Zhang XC maturase K (matK) gene, partial sequence; chloroplast","KC254117","matK"
"Osmundastrum cinnamomeum","Osmundastrum cinnamomeum maturase K-like (matK) gene, complete sequence; chloroplast","EU223823","matK"
"Osmunda regalis","Osmunda regalis chloroplast tRNA-Lys gene (partial) and matK gene (partial), isolate F003","HF585137","matK"
"Oxalis stricta","Oxalis stricta voucher MISU15-61 maturase K (matK) gene, partial cds; chloroplast","MG221065","matK"
"Panicum capillare","Panicum capillare isolate 510140 maturase K (matK) gene, partial cds; chloroplast","MZ006168","matK"
"Dichanthelium acuminatum","Dichanthelium acuminatum voucher J.H.Lee 2010549 maturase K (matK) gene, partial cds; chloroplast","ON745581","matK"
"Panicum leibergii","Panicum leibergii voucher KEW *0398118 maturase K (matK) gene, partial cds; plastid","KU530279","matK"
"Panicum miliaceum","Panicum miliaceum isolate 552242 maturase K (matK) gene, partial cds; chloroplast","MZ006206","matK"
"Dichanthelium oligosanthes","Dichanthelium oligosanthes subsp. oligosanthes isolate OSBAR 000192 maturase K (matK) gene, partial cds; chloroplast","MH551715","matK"
"Panicum virgatum","Panicum virgatum maturase K (matK) gene, complete cds; chloroplast","EU434294","matK"
"Parietaria pensylvanica","Parietaria pensylvanica voucher v0261379WIS maturase K (matK) gene, partial cds; chloroplast","MK520380","matK"
"Parthenocissus inserta","Parthenocissus inserta voucher RS136 maturase K (matK) gene, partial cds; chloroplast","MG221026","matK"
"Parthenocissus quinquefolia","Parthenocissus quinquefolia isolate OSBAR 000363 maturase K (matK) gene, partial cds; chloroplast","MH551862","matK"
"Paspalum setaceum","Paspalum setaceum var. ciliatifolium isolate OSBAR 000048 maturase K (matK) gene, partial cds; chloroplast","MH551590","matK"
"Pedicularis canadensis","Pedicularis canadensis voucher SNP_13_0421 maturase K (matK) gene, partial cds; chloroplast","KP642964","matK"
"Penstemon digitalis","Penstemon digitalis voucher MT00186496 maturase K (matK) gene, partial cds; chloroplast","MG224978","matK"
"Penstemon gracilis","Penstemon gracilis voucher Aust 173 maturase K (matK) gene, complete cds; plastid","KT176611","matK"
"Penstemon grandiflorus","Penstemon grandiflorus voucher v0171828WIS maturase K (matK) gene, partial cds; chloroplast","MK520392","matK"
"Penthorum sedoides","Penthorum sedoides maturase K (matK) gene, partial cds; chloroplast gene for chloroplast product","AF274628","matK"
"Dalea purpurea","Dalea purpurea trnK gene, partial sequence; and maturase (matK) gene, complete cds; chloroplast","AY391798","matK"
"Phalaris arundinacea","Phalaris arundinacea voucher CMN:591065 (P.M. Peterson, J.M. Saarela & S.F. Smith 18383) maturase K (matK) gene, partial cds; chloroplast","KX873497","matK"
"Phleum pratense","Phleum pratense voucher US:Soreng et al. 7943 maturase K (matK) gene, partial cds; chloroplast","KM523886","matK"
"Phlox paniculata","Phlox paniculata voucher v0227159WIS maturase K (matK) gene, partial cds; chloroplast","MK520412","matK"
"Phlox pilosa","Phlox pilosa voucher v0264589WIS maturase K (matK) gene, partial cds; chloroplast","MK520413","matK"
"Phryma leptostachya","Phryma leptostachya voucher Q845 maturase K (matK) gene, partial cds; chloroplast","MH660221","matK"
"Physalis pubescens","Physalis pubescens voucher Canek Ledesma 20461 (MEXU, US) maturase K (matK) gene, partial cds; chloroplast","OQ289758","matK"
"Physalis virginiana","Physalis virginiana voucher v0257756WIS maturase K (matK) gene, partial cds; chloroplast","MK520420","matK"
"Pilea pumila","Pilea pumila voucher TanCM495 maturase K (matK) gene, partial cds; chloroplast","MN451035","matK"
"Pinus banksiana","Pinus banksiana trnK gene, partial sequence; and maturase (matK) gene, complete cds; chloroplast genes for chloroplast products","AF143427","matK"
"Pinus resinosa","Pinus resinosa maturase K (matK) gene, partial cds; chloroplast","AY497288","matK"
"Pinus strobus","Pinus strobus voucher v0198653WIS maturase K (matK) gene, partial cds; chloroplast","MK520432","matK"
"Plantago lanceolata","Plantago lanceolata voucher Ge130477 maturase K (matK) gene, partial cds; chloroplast","MT929903","matK"
"Plantago major","Plantago major isolate BPTPS058 maturase K (matK) gene, complete cds; chloroplast","ON684580","matK"
"Poa compressa","Poa compressa voucher UZ 51.08 maturase K (matK) gene, partial cds; chloroplast","KJ529347","matK"
"Poa palustris","Poa palustris voucher US:Soreng & Olonova FE602 maturase K (matK) gene, partial cds; chloroplast","MT273310","matK"
"Poa pratensis","Poa pratensis subsp. pratensis voucher CAN:Gillespie et al. 6310 maturase K (matK) gene, partial cds; chloroplast","KM523898","matK"
"Polygala polygama","Polygala polygama maturase K (matK) gene, partial cds; chloroplast","KJ773028","matK"
"Polygonatum biflorum","Polygonatum biflorum voucher SCBI-SIGEO_13_0098 maturase K (matK) gene, partial cds; chloroplast","KP643126","matK"
"Polygonella articulata","Polygonella articulata voucher Kim & Lundgren s.n (YU) tRNA-Lys (trnK) gene, partial sequence; and maturase K (matK) gene, partial cds; chloroplast","EF653709","matK"
"Polygonum amphibium","Polygonum amphibium isolate NMW2925 maturase K (matK) gene, partial cds; chloroplast","JN895115","matK"
"Persicaria thunbergii","Persicaria thunbergii voucher LuJL214 maturase K (matK) gene, partial cds; chloroplast","MN273663","matK"
"Fallopia cilinodis","Fallopia cilinodis voucher SNEW031_B maturase K (matK) gene, partial cds; chloroplast","MG221006","matK"
"Fallopia convolvulus","Fallopia convolvulus voucher Ge130254 maturase K (matK) gene, partial cds; chloroplast","MT918075","matK"
"Persicaria hydropiper","Persicaria hydropiper voucher Ge130877 maturase K (matK) gene, partial cds; chloroplast","MH659048","matK"
"Persicaria lapathifolia","Persicaria lapathifolia voucher Q487 maturase K (matK) gene, partial cds; chloroplast","MH659902","matK"
"Persicaria pensylvanica","Persicaria pensylvanica voucher JAG 0310 maturase K (matK) gene, partial cds; chloroplast","MG220717","matK"
"Persicaria maculosa","Persicaria maculosa voucher HCCN-PJ012640-WB384 maturase K (matK) gene, partial cds; chloroplast","MK578027","matK"
"Persicaria sagittata","Persicaria sagittata voucher v0146464WIS maturase K (matK) gene, partial cds; chloroplast","MK520402","matK"
"Fallopia scandens","Fallopia scandens voucher Kim 504 (YU) tRNA-Lys (trnK) gene, partial sequence; and maturase K (matK) gene, partial cds; chloroplast","EF653708","matK"
"Polygonum tenue","Polygonum tenue voucher v0126588WIS maturase K (matK) gene, partial cds; chloroplast","MK520456","matK"
"Populus balsamifera","Populus balsamifera voucher ERM1588 maturase K (matK) gene, partial cds; chloroplast","KX676720","matK"
"Populus deltoides","Populus deltoides voucher MH003 maturase K (matK) gene, partial cds; chloroplast","MH574128","matK"
"Populus grandidentata","Populus grandidentata clone BG1 tRNA-Lys (trnK) gene, intron; and maturase K (matK) gene, complete cds; chloroplast","MF513644","matK"
"Populus tremuloides","Populus tremuloides clone Sh4 tRNA-Lys (trnK) gene, intron; and maturase K (matK) gene, complete cds; chloroplast","MG202459","matK"
"Portulaca oleracea","Portulaca oleracea voucher MPSH24 maturase K (matK) gene, partial cds; chloroplast","OM039354","matK"
"Potentilla argentea","Potentilla argentea voucher v0095117WIS maturase K (matK) gene, partial cds; chloroplast","MK520482","matK"
"Drymocallis arguta","Drymocallis arguta voucher JAG 0670 maturase K (matK) gene, partial cds; chloroplast","MG220989","matK"
"Potentilla norvegica","Potentilla norvegica voucher ERM1602 maturase K (matK) gene, partial cds; chloroplast","KX676883","matK"
"Comarum palustre","Comarum palustre isolate 1_C.PAL147-2-109 tRNA-Lys (trnK) gene, intron; and maturase K (matK) gene, complete cds; chloroplast","MG952636","matK"
"Potentilla recta","Potentilla recta voucher JAG 0159 maturase K (matK) gene, partial cds; chloroplast","MG221001","matK"
"Potentilla simplex","Potentilla simplex voucher v0096729WIS maturase K (matK) gene, partial cds; chloroplast","MK520487","matK"
"Nabalus albus","Nabalus albus voucher SCBI-SIGEO_13_0498 maturase K (matK) gene, partial cds; chloroplast","KP643192","matK"
"Nabalus racemosus","Nabalus racemosus voucher JK 051 maturase K (matK) gene, partial cds; chloroplast","MG224948","matK"
"Prunella vulgaris","Prunella vulgaris voucher Pedro Tenorio L. 30026 (MEXU, US) maturase K (matK) gene, partial cds; chloroplast","OQ290240","matK"
"Prunus americana","Prunus americana isolate 038 maturase K (matK) gene, partial cds; chloroplast","HQ235073","matK"
"Prunus pensylvanica","Prunus pensylvanica voucher ALR009 maturase K (matK) gene, partial cds; chloroplast","MG221054","matK"
"Prunus pumila","Prunus pumila var. depressa isolate 253 maturase K (matK) gene, partial cds; chloroplast","HQ235245","matK"
"Prunus serotina","Prunus serotina voucher JAG 0832 maturase K (matK) gene, partial cds; chloroplast","MG220974","matK"
"Prunus virginiana","Prunus virginiana matK (matK) gene, complete cds; chloroplast gene for chloroplast product","AF288118","matK"
"Pteridium aquilinum","Pteridium aquilinum isolate M06 maturase K (matK) gene, partial cds; chloroplast","MK690400","matK"
"Pycnanthemum virginianum","Pycnanthemum virginianum voucher MT00179937 maturase K (matK) gene, partial cds; chloroplast","MG225271","matK"
"Pyrola rotundifolia","Pyrola rotundifolia voucher v0177712WIS maturase K (matK) gene, partial cds; chloroplast","MK520506","matK"
"Malus x","Malus x domestica cultivar Reinette Orleans maturase (matK) gene, partial cds; chloroplast gene for chloroplast product","AF309207","matK"
"Quercus alba","Quercus alba voucher v0228678WIS maturase K (matK) gene, partial cds; chloroplast","MK520507","matK"
"Quercus petraea","Quercus petraea voucher Croatia2 maturase K (matK) gene, partial cds; chloroplast","ON101374","matK"
"Quercus ellipsoidalis","Quercus ellipsoidalis voucher WAB_0132469050 maturase K (matK) gene, partial cds; chloroplast","KJ593081","matK"
"Quercus macrocarpa","Quercus macrocarpa voucher MISU32-20 maturase K (matK) gene, partial cds; chloroplast","MG220925","matK"
"Ranunculus rhomboideus","Ranunculus rhomboideus chloroplast matK gene for maturase K and partial trnK intron, specimen voucher LE:Hezns, LaFerriere, Meyer, Nichols_29.04.1960","FM242790","matK"
"Ratibida pinnata","Ratibida pinnata voucher v0031537WIS maturase K (matK) gene, partial cds; chloroplast","MK520515","matK"
"Rhamnus cathartica","Rhamnus cathartica voucher MISU12-44 maturase K (matK) gene, partial cds; chloroplast","MG220966","matK"
"Frangula alnus","Frangula alnus voucher MT00179987 maturase K (matK) gene, partial cds; chloroplast","MG220897","matK"
"Rhus glabra","Rhus glabra voucher v0019904WIS maturase K (matK) gene, partial cds; chloroplast","MK520522","matK"
"Toxicodendron radicans","Toxicodendron radicans isolate OSBAR 000361 maturase K (matK) gene, partial cds; chloroplast","MH551860","matK"
"Rhus typhina","Rhus typhina voucher AP184 maturase K (matK) gene, partial cds; chloroplast","HQ593409","matK"
"Ribes hirtellum","Ribes hirtellum voucher v0133297WIS maturase K (matK) gene, partial cds; chloroplast","MK520531","matK"
"Robinia pseudoacacia","Robinia pseudoacacia voucher Q087 maturase K (matK) gene, partial cds; chloroplast","MH659538","matK"
"Rosa arkansana","Rosa arkansana voucher MISU23-20 maturase K (matK) gene, partial cds; chloroplast","MG220998","matK"
"Rosa blanda","Rosa blanda voucher RBG 070 maturase K (matK) gene, partial cds; chloroplast","MG220630","matK"
"Rosa carolina","Rosa carolina voucher SNP_13_0401 maturase K (matK) gene, partial cds; chloroplast","KP643007","matK"
"Rubus allegheniensis","Rubus allegheniensis voucher RS127 maturase K (matK) gene, partial cds; chloroplast","MG221130","matK"
"Rubus canadensis","Rubus canadensis voucher JAG 0177 maturase K (matK) gene, partial cds; chloroplast","MG220728","matK"
"Rubus flagellaris","Rubus flagellaris voucher SCBI-SIGEO_13_0114 maturase K (matK) gene, partial cds; chloroplast","KP643060","matK"
"Rubus idaeus","Rubus idaeus subsp. nipponicus voucher SMG_06 maturase K (matK) gene, partial cds; chloroplast","MZ128640","matK"
"Rubus occidentalis","Rubus occidentalis voucher v0090756WIS maturase K (matK) gene, partial cds; chloroplast","MK520558","matK"
"Rubus pubescens","Rubus pubescens voucher MT00179875 maturase K (matK) gene, partial cds; chloroplast","MG221021","matK"
"Rudbeckia hirta","Rudbeckia hirta voucher HANGYY8614 maturase K (matK) gene, partial cds; chloroplast","MN267098","matK"
"Rumex acetosella","Rumex acetosella isolate ASL_65 maturase K (matK) gene, partial cds; chloroplast","OM927479","matK"
"Sagittaria latifolia","Sagittaria latifolia UWAL:Keener 1931 chloroplast matK gene for maturase K, partial cds","LC541426","matK"
"Salix bebbiana","Salix bebbiana voucher BC-2011-36069 maturase K (matK) gene, partial cds; chloroplast","MG220943","matK"
"Salix discolor","Salix discolor voucher BC-2011-36034 maturase K (matK) gene, partial cds; chloroplast","MG220968","matK"
"Salix petiolaris","Salix petiolaris voucher SALIX325_08_07_GWA_14351 maturase K (matK) gene, partial cds; chloroplast","KM002281","matK"
"Salix humilis","Salix humilis maturase K (matK) gene, partial cds; chloroplast","KJ773118","matK"
"Salix interior","Salix interior voucher BC-2011-36046 maturase K (matK) gene, partial cds; chloroplast","MG220830","matK"
"Salix pedicellaris","Salix pedicellaris voucher SALIX273_08_07_BAB_270 maturase K (matK) gene, partial cds; chloroplast","KM002276","matK"
"Salix pyrifolia","Salix pyrifolia voucher SALIX418_08_08_DPQC_0070 maturase K (matK) gene, partial cds; chloroplast","KM002321","matK"
"Salix serissima","Salix serissima voucher SALIX327_08_07_GWA_14353 maturase K (matK) gene, partial cds; chloroplast","KM002404","matK"
"Kali turgidum","Kali turgidum voucher v0025923WIS maturase K (matK) gene, partial cds; chloroplast","MK520601","matK"
"Salsola kali","Salsola kali tRNA-Lys (trnK) gene, intron; and maturase K (matK) gene, complete cds; chloroplast","AY514843","matK"
"Saxifraga pensylvanica","Saxifraga pensylvanica maturase (matK) gene, chloroplast gene encoding chloroplast protein, partial cds","AF114175","matK"
"Schizachne purpurascens","Schizachne purpurascens voucher 07-JMS-1112 maturase K (matK) gene, partial cds; chloroplast","MF597607","matK"
"Schizachyrium scoparium","Schizachyrium scoparium var. stoloniferum isolate OSBAR 000032 maturase K (matK) gene, partial cds; chloroplast","MH551577","matK"
"Scirpus cyperinus","Scirpus cyperinus voucher v0186721WIS maturase K (matK) gene, partial cds; chloroplast","MK520625","matK"
"Eleocharis geniculata","Eleocharis geniculata voucher BioBot00996 maturase K (matK) gene, partial cds; chloroplast","JQ587359","matK"
"Scleria triglomerata","Scleria triglomerata maturase K (matK) gene, partial cds; chloroplast","KJ773132","matK"
"Scutellaria galericulata","Scutellaria galericulata maturase K (matK) gene, complete sequence; tRNA-Lys (trnK) gene, partial sequence; trnK-psbA intergenic spacer, complete sequence; and psbA (psbA) gene, partial sequence, isolate Scu002","OU991604","matK"
"Scutellaria lateriflora","Scutellaria lateriflora voucher v0079576WIS maturase K (matK) gene, partial cds; chloroplast","MK520635","matK"
"Scutellaria parvula","Scutellaria parvula var. australis maturase K (matK) gene, partial cds; chloroplast","MN725444","matK"
"Secale cereale","Secale cereale voucher PRVJ-14C maturase K (matK) gene, partial cds; chloroplast","MZ687829","matK"
"Secale vavilovii","Secale vavilovii voucher R1027 tRNA-Lys (trnK-UUU) gene, partial sequence; and maturase K (matK) gene, complete cds; plastid","KM040675","matK"
"Packera aurea","Packera aurea voucher SCBI-SIGEO_13_0073 maturase K (matK) gene, partial cds; chloroplast","KP643063","matK"
"Packera paupercula","Packera paupercula voucher AP052 maturase K (matK) gene, partial cds; chloroplast","HQ593377","matK"
"Setaria italica","Setaria italica voucher 06-JMS-0764 maturase K (matK) gene, partial cds; chloroplast","MF597613","matK"
"Cenchrus americanus","Cenchrus americanus cultivar shandaweel 1 maturase K (matK) gene, partial cds; chloroplast","KT351783","matK"
"Setaria viridis","Setaria viridis voucher TLF-009 maturase K (matK) gene, partial cds; chloroplast","MT930007","matK"
"Silene antirrhina","Silene antirrhina isolate OSBAR 000383 maturase K (matK) gene, partial cds; chloroplast","MH551881","matK"
"Sisymbrium altissimum","Sisymbrium altissimum isolate SA3 maturase K (matK) gene, partial cds; chloroplast","MW188525","matK"
"Sisyrinchium campestre","Sisyrinchium campestre voucher Fay KS01-01 tRNA-Lys (trnK) gene, partial sequence; and maturase K (matK) gene, complete cds; chloroplast","JN565638","matK"
"Maianthemum racemosum","Maianthemum racemosum voucher v0263971WIS maturase K (matK) gene, partial cds; chloroplast","MK520298","matK"
"Maianthemum stellatum","Maianthemum stellatum voucher ERM401 maturase K (matK) gene, partial cds; chloroplast","KX677527","matK"
"Smilax herbacea","Smilax herbacea voucher SCBI-SIGEO_13_0131 maturase K (matK) gene, partial cds; chloroplast","KP643173","matK"
"Solanum americanum","Solanum americanum isolate OSBAR 000544 maturase K (matK) gene, partial cds; chloroplast","MH552036","matK"
"Solanum carolinense","Solanum carolinense voucher SCBI-SIGEO_13_0313 maturase K (matK) gene, partial cds; chloroplast","KP643194","matK"
"Solanum dulcamara","Solanum dulcamara voucher JAG 0026-b maturase K (matK) gene, partial cds; chloroplast","HQ593448","matK"
"Solanum nigrum","Solanum nigrum isolate M1129 maturase K (matK) gene, partial cds; chloroplast","MH265199","matK"
"Solidago canadensis","Solidago canadensis voucher ERM971 maturase K (matK) gene, partial cds; chloroplast","KX677021","matK"
"Solidago gigantea","Solidago gigantea voucher JAG 0752 maturase K (matK) gene, partial cds; chloroplast","MG225322","matK"
"Solidago juncea","Solidago juncea voucher SNP_13_0411 maturase K (matK) gene, partial cds; chloroplast","KP642914","matK"
"Solidago missouriensis","Solidago missouriensis voucher Aust 198 maturase K (matK) gene, complete cds; plastid","KT176594","matK"
"Solidago nemoralis","Solidago nemoralis voucher v0255467WIS maturase K (matK) gene, partial cds; chloroplast","MK520680","matK"
"Solidago rigida","Solidago rigida voucher v0029672WIS maturase K (matK) gene, partial cds; chloroplast","MK520684","matK"
"Solidago speciosa","Solidago speciosa voucher v0053165WIS maturase K (matK) gene, partial cds; chloroplast","MK520687","matK"
"Sonchus arvensis","Sonchus arvensis isolate 7R maturase K (matK) gene, partial cds; chloroplast","OP271890","matK"
"Sorghastrum nutans","Sorghastrum nutans voucher FLAS:Abbott 25964 maturase K (matK) gene, partial cds; chloroplast","KY607367","matK"
"Spartina pectinata","Spartina pectinata maturase (matK) gene, complete cds; chloroplast gene for chloroplast product","AF312353","matK"
"Spiraea alba","Spiraea alba var. latifolia maturase K (matK) gene, partial cds; chloroplast","MG191367","matK"
"Spiraea tomentosa","Spiraea tomentosa var. rosea voucher NC2012_518 maturase K (matK) gene, partial cds; chloroplast","KM212103","matK"
"Sporobolus cryptandrus","Sporobolus cryptandrus voucher 06-JMS-0640 maturase K (matK) gene, partial cds; chloroplast","MF597623","matK"
"Sporobolus heterolepis","Sporobolus heterolepis maturase K (matk) gene, partial cds; plastid","HQ713377","matK"
"Stachys palustris","Stachys palustris isolate NMW2516 maturase K (matK) gene, partial cds; chloroplast","JN895215","matK"
"Stachys tenuifolia","Stachys tenuifolia voucher v0106822WIS maturase K (matK) gene, partial cds; chloroplast","MK520711","matK"
"Stellaria longifolia","Stellaria longifolia voucher v0257291WIS maturase K (matK) gene, partial cds; chloroplast","MK520715","matK"
"Stellaria media","Stellaria media voucher Ge130010 maturase K (matK) gene, partial cds; chloroplast","MT917917","matK"
"Hesperostipa comata","Hesperostipa comata voucher 06-JMS-0595 maturase K (matK) gene, partial cds; chloroplast","MF597414","matK"
"Hesperostipa spartea","Hesperostipa spartea voucher 07-JMS-0992 maturase K (matK) gene, partial cds; chloroplast","MF597416","matK"
"Trachypogon spicatus","Trachypogon spicatus chloroplast matK gene for maturase K and partial trnK gene intron, specimen voucher RGD192","LN906788","matK"
"Streptopus lanceolatus","Streptopus lanceolatus voucher ERM292 maturase K (matK) gene, partial cds; chloroplast","KX677340","matK"
"Strophostyles leiosperma","Strophostyles leiosperma trnK gene, partial sequence; and maturase (matK) gene, complete cds; chloroplast","AY509947","matK"
"Symphoricarpos occidentalis","Symphoricarpos occidentalis voucher HERB0173 maturase K (matK) gene, partial cds; chloroplast","KX677065","matK"
"Thalictrum dasycarpum","Thalictrum dasycarpum voucher RBG 092 maturase K (matK) gene, partial cds; chloroplast","MG221067","matK"
"Thalictrum dioicum","Thalictrum dioicum voucher SNP_13_0350 maturase K (matK) gene, partial cds; chloroplast","KP642971","matK"
"Tradescantia bracteata","Tradescantia bracteata voucher v0182091WIS maturase K (matK) gene, partial cds; chloroplast","MK520757","matK"
"Tradescantia occidentalis","Tradescantia occidentalis voucher WIS_sn12_DOB maturase K (matK) gene, partial cds; chloroplast","MK520758","matK"
"Triadenum fraseri","Triadenum fraseri maturase K (matK) gene, partial cds; chloroplast","HQ331688","matK"
"Trientalis borealis","Trientalis borealis voucher ERM729 maturase K (matK) gene, partial cds; chloroplast","KX677740","matK"
"Trifolium arvense","Trifolium arvense voucher v0262621WIS maturase K (matK) gene, partial cds; chloroplast","MK520768","matK"
"Trifolium hybridum","Trifolium hybridum voucher ERM777 maturase K (matK) gene, partial cds; chloroplast","KX677456","matK"
"Trifolium pratense","Trifolium pratense voucher SHI-A2007143 maturase K (matK) gene, partial cds; chloroplast","MN317488","matK"
"Trifolium repens","Trifolium repens voucher Canek Ledesma 20240 (MEXU, US) maturase K (matK) gene, partial cds; chloroplast","OQ289601","matK"
"Typha angustifolia","Typha angustifolia voucher SCSB-JS0189 maturase K (matK) gene, partial cds; chloroplast","MN434009","matK"
"Typha latifolia","Typha latifolia isolate OSBAR 000202 maturase K (matK) gene, partial cds; chloroplast","MH551723","matK"
"Ulmus americana","Ulmus americana voucher AP055 maturase K (matK) gene, partial cds; chloroplast","HQ593481","matK"
"Ulmus pumila","Ulmus pumila voucher NiuYL143 maturase K (matK) gene, partial cds; chloroplast","MN492850","matK"
"Urtica dioica","Urtica dioica isolate Dt_313 maturase K (matK) gene, partial cds; chloroplast","MK931229","matK"
"Uvularia sessilifolia","Uvularia sessilifolia voucher TJD-219 maturase K (matK) gene, partial cds; chloroplast","KP210445","matK"
"Vaccinium angustifolium","Vaccinium angustifolium voucher MT00186588 maturase K (matK) gene, partial cds; chloroplast","MG225334","matK"
"Vaccinium myrtilloides","Vaccinium myrtilloides maturase K (matK) gene, partial cds; chloroplast","KT307929","matK"
"Verbascum thapsus","Verbascum thapsus isolate 309 maturase K (matK) gene, partial cds; chloroplast","MK954270","matK"
"Verbascum thapsis","Verbascum thapsis trnK gene, partial sequence; and maturase K (matK) gene, complete cds, chloroplast genes for chloroplast products","AF052002","matK"
"Verbena bracteata","Verbena bracteata trnK gene, partial sequence; and maturase (matK) gene, partial cds; chloroplast","HQ384506","matK"
"Verbena hastata","Verbena hastata voucher JAG 0732 maturase K (matK) gene, partial cds; chloroplast","MG224840","matK"
"Verbena stricta","Verbena stricta voucher AP251a maturase K (matK) gene, partial cds; chloroplast","HQ593486","matK"
"Veronicastrum virginicum","Veronicastrum virginicum tRNA-Lys (trnK) gene, partial sequence; and maturase K (matK) gene, partial cds; chloroplast","AY492168","matK"
"Viburnum lentago","Viburnum lentago voucher AP051-b maturase K (matK) gene, partial cds; chloroplast","HQ593493","matK"
"Vicia sativa","Vicia sativa voucher Miriam Jimenez Chimil 30307 (MEXU, US) maturase K (matK) gene, partial cds; chloroplast","OQ290384","matK"
"Vicia villosa","Vicia villosa subsp. varia voucher PE CPG29137 Z.D. Chen et al. 29137 maturase K (matK) gene, partial cds; chloroplast","ON982044","matK"
"Viola macloskeyi","Viola macloskeyi subsp. pallens voucher JAG 0440 maturase K (matK) gene, partial cds; chloroplast","HQ593503","matK"
"Viola palustris","Viola palustris isolate NMW6274 maturase K (matK) gene, partial cds; chloroplast","JN895189","matK"
"Viola pedata","Viola pedata voucher v0264511WIS maturase K (matK) gene, partial cds; chloroplast","MK520808","matK"
"Viola pedatifida","Viola pedatifida voucher v0255115WIS maturase K (matK) gene, partial cds; chloroplast","MK520809","matK"
"Viola selkirkii","Viola selkirkii voucher Yoo030429 maturase K (matK) gene, complete cds; chloroplast","DQ842605","matK"
"Vitis vulpina","Vitis vulpina voucher 12530 maturase K (matK) gene, partial cds; chloroplast","MN702203","matK"
"Zanthoxylum americanum","Zanthoxylum americanum voucher CCDB-20333-B03 maturase K (matK) gene, partial cds; chloroplast","MG220856","matK"
"Zizia aptera","Zizia aptera voucher HERB0054 maturase K (matK) gene, partial cds; chloroplast","KX676845","matK"
"Zizia aurea","Zizia aurea voucher Aust 158 maturase K (matK) gene, complete cds; plastid","KT176598","matK"
