"Species","Ti","Acc","gene"
"Epilobium adenocaulon","Epilobium adenocaulon plastid partial rbcL gene for ribulose-1,5-biphosphate carboxylase/oxygenase large subunit, specimen voucher H823783","HE574585","rbcL"
"Epilobium leptophyllum","Epilobium leptophyllum voucher CCDB-18332-F6 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248399","rbcL"
"Equisetum arvense","Equisetum arvense subsp. boreale isolate 41074 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid","MH750160","rbcL"
"Equisetum hyemale","Equisetum hyemale subsp. hyemale isolate 41088 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid","MH750181","rbcL"
"Equisetum laevigatum","Equisetum laevigatum voucher MISU34-29 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG215438","rbcL"
"Eragrostis spectabilis","Eragrostis spectabilis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525793","rbcL"
"Eragrostis trichodes","Eragrostis trichodes ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525794","rbcL"
"Erechtites hieraciifolius","Erechtites hieraciifolius voucher Canek Ledesma 20339 (MEXU, US) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OP710969","rbcL"
"Erigeron annuus","Erigeron annuus voucher Q179 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MH658139","rbcL"
"Erigeron strigosus","Erigeron strigosus ribulose 1,5-bisphosphate carboxylaseoxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN601447","rbcL"
"Eutrochium maculatum","Eutrochium maculatum voucher Schilling 95-16, TENN ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","HQ416171","rbcL"
"Eupatorium perfoliatum","Eupatorium perfoliatum voucher DAOM:87634 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW010960","rbcL"
"Euphorbia corollata","Euphorbia corollata voucher SCBI_13_0469 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643888","rbcL"
"Euphorbia geyeri","Euphorbia geyeri voucher CCDB-23390-C03 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249086","rbcL"
"Euphorbia glyptosperma","Euphorbia glyptosperma voucher CCDB-18329-E11 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248984","rbcL"
"Euthamia graminifolia","Euthamia graminifolia ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525840","rbcL"
"Festuca ovina","Festuca ovina voucher ZhangDC-07ZX-1815 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN205115","rbcL"
"Festuca rubra","Festuca rubra ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF158779","rbcL"
"Fragaria vesca","Fragaria vesca voucher Ge130013 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT931934","rbcL"
"Fragaria virginiana","Fragaria virginiana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525861","rbcL"
"Fraxinus americana","Fraxinus americana voucher SCBI-SIGEO_13_0293 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643769","rbcL"
"Fraxinus nigra","Fraxinus nigra voucher MT00180048 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223245","rbcL"
"Fraxinus pennsylvanica","Fraxinus pennsylvanica ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525865","rbcL"
"Galium aparine","Galium aparine voucher Ge130251 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT931544","rbcL"
"G.aparine chloroplast","G.aparine chloroplast rbcL gene","X81091","rbcL"
"Galium boreale","Galium boreale voucher Ge130014 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT931546","rbcL"
"Galium trifidum","Galium trifidum voucher YangLE520 (KUN) atpB-rbcL intergenic spacer, partial sequence; and ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG906212","rbcL"
"Galium triflorum","Galium triflorum voucher Sunhang 18356 (KUN) atpB-rbcL intergenic spacer, partial sequence; and ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG906239","rbcL"
"Gentiana andrewsii","Gentiana andrewsii voucher JAG 0082 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223549","rbcL"
"Geranium maculatum","Geranium maculatum voucher SCBI-SIGEO_13_0094 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP644002","rbcL"
"Glechoma hederacea","Glechoma hederacea ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525914","rbcL"
"G.hederacea chloroplast","G.hederacea chloroplast rbcL gene for rubisco (large subunit) (partial)","Z37391","rbcL"
"Glyceria grandis","Glyceria grandis voucher 04-PMP-18372 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF596821","rbcL"
"Gamochaeta purpurea","Gamochaeta purpurea voucher Peru170263 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OQ391895","rbcL"
"Gnaphalium uliginosum","Gnaphalium uliginosum voucher CCDB-23110-C04 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223938","rbcL"
"Gymnocarpium dryopteris","Gymnocarpium dryopteris voucher MLTV84 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG215287","rbcL"
"Platanthera lacera","Platanthera lacera voucher 79185HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG226073","rbcL"
"Hackelia deflexa","Hackelia deflexa voucher CCDB-23324-H09 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223887","rbcL"
"Hedeoma hispida","Hedeoma hispida voucher 19931HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223566","rbcL"
"Helenium autumnale","Helenium autumnale voucher MMD 056 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224442","rbcL"
"Helianthus giganteus","Helianthus giganteus voucher 51588HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224131","rbcL"
"Helianthus hirsutus","Helianthus hirsutus voucher 43785HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224446","rbcL"
"Helianthus petiolaris","Helianthus petiolaris ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525956","rbcL"
"Heliopsis helianthoides","Heliopsis helianthoides ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525959","rbcL"
"Heuchera richardsonii","Heuchera richardsonii voucher CCDB-18313-F06 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249526","rbcL"
"Pilosella aurantiaca","Pilosella aurantiaca voucher SNEW051_AWP ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224321","rbcL"
"Hieracium aurantiacum","Hieracium aurantiacum voucher AP120 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","HQ590130","rbcL"
"Hieracium umbellatum","Hieracium umbellatum voucher 12CS5563 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN204741","rbcL"
"Hieracium longipilum","Hieracium longipilum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525971","rbcL"
"Hierochloe odorata","Hierochloe odorata voucher NMW8042 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK925477","rbcL"
"Anthoxanthum nitens","Anthoxanthum nitens isolate DNAS-A6-86950 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP940980","rbcL"
"Houstonia longifolia","Houstonia longifolia voucher SCBI-SIGEO_13_0215 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP644108","rbcL"
"Hypericum majus","Hypericum majus voucher 77454HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249055","rbcL"
"Hypoxis hirsuta","Hypoxis hirsuta ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526006","rbcL"
"Ilex verticillata","Ilex verticillata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526009","rbcL"
"Impatiens capensis","Impatiens capensis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526012","rbcL"
"I.capensis rbcL","I.capensis rbcL gene","Z83142","rbcL"
"Iris versicolor","Iris versicolor ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526022","rbcL"
"Juncus tenuis","Juncus tenuis voucher NSMK-PI201900089 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN206231","rbcL"
"Juniperus communis","Juniperus communis var. hondoensis TF<JPN>:TW024240 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds","LC690788","rbcL"
"Juniperus virginiana","Juniperus virginiana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526052","rbcL"
"Krigia biflora","Krigia biflora voucher 29011HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223992","rbcL"
"Lactuca biennis","Lactuca biennis voucher WAB_1079140495 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KJ593492","rbcL"
"Lactuca canadensis","Lactuca canadensis voucher SNP_13_0435 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643668","rbcL"
"Lactuca serriola","Lactuca serriola voucher Ge130438 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT930493","rbcL"
"Larix laricina","Larix laricina voucher MLTI87 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG215582","rbcL"
"Lathyrus ochroleucus","Lathyrus ochroleucus voucher CCDB-18330-G5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249418","rbcL"
"Lathyrus venosus","Lathyrus venosus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526073","rbcL"
"Lechea stricta","Lechea stricta ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526076","rbcL"
"Leersia oryzoides","Leersia oryzoides ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526079","rbcL"
"Lepidium densiflorum","Lepidium densiflorum voucher CCDB-18327-H1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249005","rbcL"
"Lepidium virginicum","Lepidium virginicum voucher GPAGA 442 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OL434716","rbcL"
"Digitaria cognata","Digitaria cognata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525706","rbcL"
"Lespedeza capitata","Lespedeza capitata voucher CCDB-20330-B10 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249312","rbcL"
"Liatris aspera","Liatris aspera voucher 44885HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223434","rbcL"
"Liatris ligulistylis","Liatris ligulistylis voucher 29460HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224416","rbcL"
"Liatris pycnostachya","Liatris pycnostachya ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526099","rbcL"
"Linaria vulgaris","Linaria vulgaris voucher Ge130468 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT931666","rbcL"
"Lithospermum canescens","Lithospermum canescens voucher 74726HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223618","rbcL"
"Lithospermum carolinense","Lithospermum carolinense voucher CCDB-23308-E09 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224566","rbcL"
"Lobelia siphilitica","Lobelia siphilitica voucher SCBI-SIGEO_13_0603 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP644032","rbcL"
"Lobelia spicata","Lobelia spicata voucher 52010HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224243","rbcL"
"Lolium multiflorum","Lolium multiflorum voucher NSMK-PI20190072 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN206583","rbcL"
"Lonicera dioica","Lonicera dioica voucher RBG 148 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224262","rbcL"
"Lonicera tatarica","Lonicera tatarica var. morrowii TF<JPN>:nagami029 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds","LC694241","rbcL"
"Lonicera morrowii","Lonicera morrowii voucher TJD-087 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KJ841385","rbcL"
"Ludwigia polycarpa","Ludwigia polycarpa voucher CCDB-23327-H11 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG246861","rbcL"
"Lupinus perennis","Lupinus perennis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526137","rbcL"
"L.perennis chloroplast","L.perennis chloroplast rbcL gene","Z70058","rbcL"
"Silene latifolia","Silene latifolia isolate Sl-IL9A ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","EF647098","rbcL"
"Diphasiastrum complanatum","Diphasiastrum complanatum isolate 116 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW801468","rbcL"
"Lycopus americanus","Lycopus americanus voucher MT00180065 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG221269","rbcL"
"Lycopus uniflorus","Lycopus uniflorus voucher DAOM:114440 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW010972","rbcL"
"Lysimachia ciliata","Lysimachia ciliata voucher SCBI-SIGEO_13_0513 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643981","rbcL"
"Lysimachia thyrsiflora","Lysimachia thyrsiflora voucher RBGE174 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK925501","rbcL"
"Maianthemum canadense","Maianthemum canadense voucher J. Wen 12225 (US) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW400761","rbcL"
"Medicago lupulina","Medicago lupulina voucher GPAGA 347 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OL434738","rbcL"
"Medicago sativa","Medicago sativa subsp. x varia voucher Ge130363 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT931449","rbcL"
"M.sativa chloroplast","M.sativa chloroplast rbcL gene","Z70173","rbcL"
"Alfalfa chloroplast","Alfalfa chloroplast rbcL gene for ribulose bisphosphate carboxylase/oxygenase large subunit","X04975","rbcL"
"Melilotus officinalis","Melilotus officinalis voucher TW-0251 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT931456","rbcL"
"Mimulus ringens","Mimulus ringens voucher BAR164 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224693","rbcL"
"Mirabilis albida","Mirabilis albida voucher CCDB-18302-C06 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249258","rbcL"
"Mirabilis nyctaginea","Mirabilis nyctaginea voucher CCDB-18302-D06 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248224","rbcL"
"Mollugo verticillata","Mollugo verticillata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526202","rbcL"
"M.verticillata chloroplast","M.verticillata chloroplast ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds","M62566","rbcL"
"Monarda fistulosa","Monarda fistulosa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526203","rbcL"
"M.menthaefolia chloroplast","M.menthaefolia chloroplast rbcL gene for rubisco (large subunit) (partial)","Z37420","rbcL"
"M.fistulosa chloroplast","M.fistulosa chloroplast rbcL gene for rubisco (large subunit) (partial)","Z37419","rbcL"
"Monarda punctata","Monarda punctata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526204","rbcL"
"Mosla dianthera","Mosla dianthera voucher 07-167 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN192669","rbcL"
"Muhlenbergia racemosa","Muhlenbergia racemosa voucher 73803HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG228017","rbcL"
"Nepeta cataria","Nepeta cataria ribulose 1,5-bisphosphate carboxylaseoxygenase large subunit (rbcL) gene, complete cds; chloroplast","MN601459","rbcL"
"N.cataria chloroplast","N.cataria chloroplast rbcL gene for rubisco (large subunit) (partial)","Z37421","rbcL"
"Oenothera biennis","Oenothera biennis voucher FLAS:Whitten 3980 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY627425","rbcL"
"Oenothera parviflora","Oenothera parviflora ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526254","rbcL"
"Oenothera rhombipetala","Oenothera rhombipetala isolate 1578-44 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF405846","rbcL"
"Onoclea sensibilis","Onoclea sensibilis voucher JEM 065 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG215395","rbcL"
"Osmundastrum cinnamomeum","Osmundastrum cinnamomeum chloroplast rbcL gene for ribulose 1,5-bisphosphate carboxylase/oxygenase, partial cds","AB672750","rbcL"
"Osmunda cinnamomea","Osmunda cinnamomea var. fokiensis chloroplast rbcL gene for large subunit of ribulose-1,5-bisphosphate carboxylase/oxygenase, partial cds","D14882","rbcL"
"Claytosmunda claytoniana","Claytosmunda claytoniana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526269","rbcL"
"Osmunda claytoniana","Osmunda claytoniana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","EF588700","rbcL"
"Osmunda regalis","Osmunda regalis voucher J.H. Nitta 1875 (UC, GH, Nectandra) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW138123","rbcL"
"Oxalis stricta","Oxalis stricta isolate HP18L ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW131935","rbcL"
"Oxalis europaea","Oxalis europaea voucher Wiser 4 US ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","DQ006110","rbcL"
"Panicum capillare","Panicum capillare voucher 06-JMS-0762 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF596898","rbcL"
"Dichanthelium acuminatum","Dichanthelium acuminatum subsp. acuminatum voucher FLAS:Majure 5054 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY627164","rbcL"
"Panicum miliaceum","Panicum miliaceum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF114368","rbcL"
"Dichanthelium oligosanthes","Dichanthelium oligosanthes subsp. oligosanthes voucher FLAS:Majure 4697 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY626896","rbcL"
"Panicum virgatum","Panicum virgatum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526289","rbcL"
"Parietaria pensylvanica","Parietaria pensylvanica voucher CCDB-18342-C10 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249097","rbcL"
"Parthenocissus inserta","Parthenocissus inserta voucher RS136 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249125","rbcL"
"Parthenocissus quinquefolia","Parthenocissus quinquefolia voucher FLAS:Majure 4996 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY627122","rbcL"
"Paspalum setaceum","Paspalum setaceum var. ciliatifolium voucher FLAS:Majure 4553 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY626757","rbcL"
"Pedicularis canadensis","Pedicularis canadensis voucher SNP_13_0421 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643854","rbcL"
"Penstemon digitalis","Penstemon digitalis voucher MT00186496 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG222404","rbcL"
"Penstemon gracilis","Penstemon gracilis voucher 33415HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG222004","rbcL"
"Penstemon grandiflorus","Penstemon grandiflorus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526308","rbcL"
"Penthorum sedoides","Penthorum sedoides voucher MT00180174 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249714","rbcL"
"Dalea purpurea","Dalea purpurea ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525663","rbcL"
"Petalostemon purpureus","Petalostemon purpureus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","JX848467","rbcL"
"Dalea villosa","Dalea villosa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525664","rbcL"
"Phalaris arundinacea","Phalaris arundinacea ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526323","rbcL"
"Phleum pratense","Phleum pratense voucher NSMK-PI201900161 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN206672","rbcL"
"Phlox paniculata","Phlox paniculata voucher 43696HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223968","rbcL"
"Phlox pilosa","Phlox pilosa ribulose 1,5-bisphosphate carboxylaseoxygenase large subunit (rbcL) gene, complete cds; chloroplast","MN601462","rbcL"
"Phryma leptostachya","Phryma leptostachya voucher Q845 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MH658757","rbcL"
"Physalis pubescens","Physalis pubescens voucher Canek Ledesma 20461 (MEXU, US) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OP711076","rbcL"
"Physalis virginiana","Physalis virginiana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526338","rbcL"
"Pilea pumila","Pilea pumila voucher TanCM495 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN205260","rbcL"
"Pinus banksiana","Pinus banksiana voucher JAG 0921 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG215335","rbcL"
"Pinus resinosa","Pinus resinosa voucher JAG 0351 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG215433","rbcL"
"Pinus strobus","Pinus strobus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK895590","rbcL"
"Plantago lanceolata","Plantago lanceolata voucher GPAGA 157 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OL434786","rbcL"
"Plantago major","Plantago major isolate BPTPS058 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast","ON684496","rbcL"
"Poa compressa","Poa compressa voucher 07-JMS-0827 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF596945","rbcL"
"Poa palustris","Poa palustris ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY888679","rbcL"
"Poa pratensis","Poa pratensis voucher LiuJQ-GN-2011-359 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN205146","rbcL"
"Polygala polygama","Polygala polygama ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KJ773772","rbcL"
